email_id,customer_id,subject,email_body,timestamp,category,order_id
EMAIL02235,CUST0295,Discount code question,"Do you have a student discount or a promo code I can use for the Harbor Insulated Bottle? Please reply before the weekend. Please let me know what you need from me. Kind regards, Morgan Hollow.",2026-06-22 19:22,Other,
EMAIL00227,CUST0054,Where is my order?,"Hi, I placed order ORD00914 a few days ago and it still says delivered. Can you tell me when it will arrive? Please help, Rowan Briar Please reply when you can. I checked the help page but could not find a clear answer. Kind regards, Rowan Briar.",2026-02-03 16:55,Order Status,ORD00914
EMAIL01615,CUST0113,Complaint about delivery,"My package for ORD00678 arrived much later than promised and nobody sent an update. This is not acceptable. Please reply today. Sorry if I missed this information somewhere. Kind regards, Avery Cove.",2026-03-02 08:25,Complaint,ORD00678
EMAIL01863,CUST0231,Can you replace this?,"Hi, the Summit Travel Backpack from ORD00085 is the wrong size. How can I swap it for the correct one? Please reply when you can. Please let me know what you need from me. Kind regards, Jamie Lark.",2026-03-04 10:09,Exchange,ORD00085
EMAIL01644,CUST0092,Very disappointed,"Hey, I am unhappy with order ORD00302. The Brook Bamboo Organizer was not as described and this has been frustrating. Please reply before the weekend. Sorry if I missed this information somewhere. Kind regards, Riley Grove.",2026-06-18 09:38,Complaint,ORD00302
EMAIL00835,CUST0066,Cancel order,"I no longer need the Brook Wireless Earbuds. Can you cancel ORD00167 and refund the payment? Please reply today. I hope this can be resolved soon. Kind regards, Morgan Grove.",2026-07-30 08:32,Cancellation,ORD00167
EMAIL01523,CUST0163,Very disappointed,"Hey, I am unhappy with order ORD01012. The Brook Crossbody Bag was not as described and this has been frustrating. Please reply as soon as possible. Please let me know what you need from me. Kind regards, Quinn Fern.",2026-03-02 13:49,Complaint,ORD01012
EMAIL02149,CUST0205,Change my address,"Hi, how do I update the delivery address saved in my account for future orders? Please reply this week. Sorry if I missed this information somewhere. Kind regards, Rowan Briar.",2026-07-28 18:33,Other,ORD00853
EMAIL00993,CUST0055,Payment problem,"My card payment for ORD00578 is still pending in my bank app. Did the order go through? Please reply this week. A quick reply would be appreciated. Kind regards, Jamie Ivy.",2026-07-31 18:26,Payment Issue,ORD00578
EMAIL01691,CUST0272,Poor experience,"I have tried to get help with ORD00837 twice. Still no answer. Really disappointed with the service. Please reply this week. Sorry if I missed this information somewhere. Kind regards, Skyler Grove.",2026-06-28 16:51,Complaint,ORD00837
EMAIL00205,CUST0270,Tracking update needed,"Could you check the delivery status of ORD00846? The tracking has not changed and I am starting to worry. Please reply when you can. A quick reply would be appreciated. Kind regards, Jordan Juniper.",2026-08-21 08:17,Order Status,ORD00846
EMAIL00020,CUST0169,Where is my order?,"Hello, I placed order ORD00806 a few days ago and it still says delivered. Can you tell me when it will arrive? Please help, Riley Briar Please reply as soon as possible. A quick reply would be appreciated. Kind regards, Riley Briar.",2026-07-06 19:27,Order Status,ORD00806
EMAIL00134,CUST0211,Where is my order?,"Dear support team, I placed order ORD00702 a few days ago and it still says processing. Can you tell me when it will arrive? Thanks, Riley Hollow Please reply before the weekend. Sorry if I missed this information somewhere. Kind regards, Riley Hollow.",2026-02-22 10:50,Order Status,ORD00702
EMAIL00788,CUST0094,Please cancel my order,"Dear support team, please cancel order ORD00090 before it ships. I made this purchase by mistake. Please reply when you can. A quick reply would be appreciated. Kind regards, Jordan Lark.",2026-06-28 18:05,Cancellation,ORD00090
EMAIL00575,CUST0272,Refund status,"I returned order ORD00040 and have not received my refund. Can someone check the status for me? Please reply before the weekend. Please let me know what you need from me. Kind regards, Skyler Grove.",2026-01-21 14:21,Return/Refund,ORD00040
EMAIL01720,CUST0152,Poor experience,"I have tried to get help with ORD00689 twice. Still no answer. Really disappointed with the service. Please reply before the weekend. I checked the help page but could not find a clear answer. Kind regards, Morgan Cove.",2026-08-23 20:14,Complaint,ORD00689
EMAIL00403,CUST0299,I need to return an item,"Dear support team, I received the Cedar Rain Jacket from order ORD00716, but it does not fit my needs. Please send the return instructions. Please reply as soon as possible. I hope this can be resolved soon. Kind regards, Jordan Briar.",2026-03-17 08:39,Return/Refund,ORD00716
EMAIL00101,CUST0267,Where is my order?,"Hello, I placed order ORD00214 a few days ago and it still says shipped. Can you tell me when it will arrive? Regards, Jordan Lark Please reply when you can. I checked the help page but could not find a clear answer. Kind regards, Jordan Lark.",2026-03-25 10:14,Order Status,ORD00214
EMAIL00273,CUST0090,Tracking update needed,"Could you check the delivery status of ORD00807? The tracking has not changed and I am starting to worry. Please reply today. Please let me know what you need from me. Kind regards, Riley Ember.",2026-01-31 14:18,Order Status,ORD00807
EMAIL02189,CUST0256,Need account help,"Hey, I cannot log in after resetting my password. Can you help me access my account? Please reply today. Sorry if I missed this information somewhere. Kind regards, Morgan Cove.",2026-01-07 11:38,Other,
EMAIL01642,CUST0278,Very disappointed,"Hello, I am unhappy with order ORD00938. The Terra Hydrating Serum was not as described and this has been frustrating. Please reply when you can. A quick reply would be appreciated. Kind regards, Jamie Cove.",2026-01-06 17:06,Complaint,ORD00938
EMAIL02231,CUST0219,Discount code question,"Do you have a student discount or a promo code I can use for the Drift Insulated Bottle? Please reply before the weekend. I checked the help page but could not find a clear answer. Kind regards, Avery Dale.",2026-07-19 08:19,Other,ORD00551
EMAIL00432,CUST0014,Refund status,"I returned order ORD00427 and have not received my refund. Can someone check the status for me? Please reply today. I checked the help page but could not find a clear answer. Kind regards, Casey Ember.",2026-05-21 19:18,Return/Refund,ORD00427
EMAIL00424,CUST0118,Refund status,"I returned order ORD00361 and have not received my refund. Can someone check the status for me? Please reply this week. I checked the help page but could not find a clear answer. Kind regards, Jordan Ivy.",2026-03-05 11:16,Return/Refund,ORD00361
EMAIL01121,CUST0090,Checkout error,"Hi, my payment keeps failing when I try to buy the Meadow Vitamin C Set. The card works everywhere else. Please reply this week. Sorry if I missed this information somewhere. Kind regards, Riley Ember.",2026-07-05 08:43,Payment Issue,ORD00346
EMAIL01125,CUST0113,Checkout error,"Hi, my payment keeps failing when I try to buy the Harbor Training Shoe. The card works everywhere else. Please reply this week. Sorry if I missed this information somewhere. Kind regards, Avery Cove.",2026-08-19 10:51,Payment Issue,ORD00439
EMAIL00450,CUST0053,Refund status,"I returned order ORD00120 and have not received my refund. Can someone check the status for me? Please reply this week. I hope this can be resolved soon. Kind regards, Morgan Cove.",2026-04-18 14:45,Return/Refund,ORD00120
EMAIL00262,CUST0162,Tracking update needed,"Could you check the delivery status of ORD01104? The tracking has not changed and I am starting to worry. Please reply before the weekend. Sorry if I missed this information somewhere. Kind regards, Jamie Juniper.",2026-02-21 09:16,Order Status,ORD01104
EMAIL00422,CUST0001,Refund status,"I returned order ORD01150 and have not received my refund. Can someone check the status for me? Please reply when you can. Please let me know what you need from me. Kind regards, Casey Briar.",2026-06-18 16:23,Return/Refund,ORD01150
EMAIL01411,CUST0109,Is this in stock?,"Do you still have the Harbor Fleece Hoodie available? I am looking for one as a gift. Please reply today. I hope this can be resolved soon. Kind regards, Riley Ember.",2026-03-19 16:36,Product Information,ORD00336
EMAIL01700,CUST0031,Complaint about delivery,"My package for ORD00456 arrived much later than promised and nobody sent an update. This is not acceptable. Please reply this week. Please let me know what you need from me. Kind regards, Quinn Briar.",2026-06-30 12:04,Complaint,ORD00456
EMAIL00034,CUST0078,Tracking update needed,"Could you check the delivery status of ORD00519? The tracking has not changed and I am starting to worry. Please reply as soon as possible. I checked the help page but could not find a clear answer. Kind regards, Avery Grove.",2026-01-29 17:27,Order Status,ORD00519
EMAIL01633,CUST0112,Poor experience,"I have tried to get help with ORD00685 twice. Still no answer. Really disappointed with the service. Please reply today. Please let me know what you need from me. Kind regards, Jamie Ivy.",2026-07-05 15:07,Complaint,ORD00685
EMAIL00247,CUST0252,Where is my order?,"Hello, I placed order ORD00808 a few days ago and it still says out for delivery. Can you tell me when it will arrive? Regards, Avery Fern Please reply before the weekend. Sorry if I missed this information somewhere. Kind regards, Avery Fern.",2026-05-06 20:40,Order Status,ORD00808
EMAIL01884,CUST0232,Can you replace this?,"Hi, the Atlas Cast Iron Pan from ORD00108 is the wrong size. How can I swap it for the correct one? Please reply when you can. A quick reply would be appreciated. Kind regards, Skyler Dale.",2026-08-06 20:51,Exchange,ORD00108
EMAIL01313,CUST0103,Question about Harbor Electric Kettle,"Hello, could you tell me more about the Harbor Electric Kettle? I need the size, material, and care details before ordering. Please reply this week. Sorry if I missed this information somewhere. Kind regards, Jamie Dale.",2026-05-10 16:56,Product Information,
EMAIL00406,CUST0078,I need to return an item,"Hey, I received the Meadow Ceramic Mug Set from order ORD00150, but it does not fit my needs. Please send the return instructions. Please reply today. I hope this can be resolved soon. Kind regards, Avery Grove.",2026-06-04 08:49,Return/Refund,ORD00150
EMAIL00629,CUST0166,Please cancel my order,"Dear support team, please cancel order ORD00478 before it ships. I made this purchase by mistake. Please reply as soon as possible. Sorry if I missed this information somewhere. Kind regards, Skyler Juniper.",2026-05-03 11:06,Cancellation,ORD00478
EMAIL00683,CUST0148,Cancel order,"I no longer need the Willow Denim Jacket. Can you cancel ORD00758 and refund the payment? Please reply as soon as possible. Sorry if I missed this information somewhere. Kind regards, Casey Hollow.",2026-07-15 16:02,Cancellation,ORD00758
EMAIL01871,CUST0183,Wrong item size,"The item in order ORD00579 does not fit. I do not need a refund; I would prefer an exchange if possible. Please reply when you can. Sorry if I missed this information somewhere. Kind regards, Quinn Cove.",2026-04-24 20:56,Exchange,ORD00579
EMAIL00591,CUST0052,Return request,"The Nova Crossbody Bag arrived damaged. I would like to return it and receive a refund for ORD00193. Please reply when you can. Sorry if I missed this information somewhere. Kind regards, Jordan Hollow.",2026-07-09 13:04,Return/Refund,ORD00193
EMAIL02278,CUST0243,Discount code question,"Do you have a student discount or a promo code I can use for the Harbor Electric Kettle? Please reply when you can. A quick reply would be appreciated. Kind regards, Riley Dale.",2026-04-12 12:58,Other,ORD00229
EMAIL00241,CUST0116,Where is my order?,"Hi, I placed order ORD01186 a few days ago and it still says processing. Can you tell me when it will arrive? Regards, Rowan Juniper Please reply this week. Please let me know what you need from me. Kind regards, Rowan Juniper.",2026-03-12 15:40,Order Status,ORD01186
EMAIL01278,CUST0232,Warranty question,"Hi, does the Ember Bamboo Organizer come with a warranty? I could not find the answer on the product page. Please reply today. Please let me know what you need from me. Kind regards, Skyler Dale.",2026-06-01 14:37,Product Information,ORD00851
EMAIL01187,CUST0209,I was charged twice,"I can see two charges for order ORD00159, but I only placed one order. Please look into this. Please reply this week. Sorry if I missed this information somewhere. Kind regards, Morgan Ivy.",2026-06-18 13:24,Payment Issue,ORD00159
EMAIL01782,CUST0284,Complaint about delivery,"My package for ORD00144 arrived much later than promised and nobody sent an update. This is not acceptable. Please reply when you can. I hope this can be resolved soon. Kind regards, Quinn Ember.",2026-01-22 09:25,Complaint,ORD00144
EMAIL01983,CUST0074,Wrong item size,"The item in order ORD00121 does not fit. I do not need a refund; I would prefer an exchange if possible. Please reply as soon as possible. A quick reply would be appreciated. Kind regards, Riley Cove.",2026-07-14 14:16,Exchange,ORD00121
EMAIL01566,CUST0192,Very disappointed,"Dear support team, I am unhappy with order ORD00566. The Terra Electric Kettle was not as described and this has been frustrating. Please reply when you can. A quick reply would be appreciated. Kind regards, Riley Lark.",2026-03-01 14:02,Complaint,ORD00566
EMAIL01185,CUST0123,I was charged twice,"I can see two charges for order ORD00351, but I only placed one order. Please look into this. Please reply this week. Please let me know what you need from me. Kind regards, Jordan Ember.",2026-07-17 09:41,Payment Issue,ORD00351
EMAIL00670,CUST0070,Cancel order,"I no longer need the Willow Coffee Grinder. Can you cancel ORD00441 and refund the payment? Please reply when you can. Sorry if I missed this information somewhere. Kind regards, Taylor Cove.",2026-02-14 19:07,Cancellation,ORD00441
EMAIL00217,CUST0079,Tracking update needed,"Could you check the delivery status of ORD00072? The tracking has not changed and I am starting to worry. Please reply this week. I hope this can be resolved soon. Kind regards, Riley Dale.",2026-07-20 17:45,Order Status,ORD00072
EMAIL01525,CUST0159,Complaint about delivery,"My package for ORD00135 arrived much later than promised and nobody sent an update. This is not acceptable. Please reply when you can. Sorry if I missed this information somewhere. Kind regards, Quinn Ivy.",2026-05-10 16:16,Complaint,ORD00135
EMAIL00790,CUST0240,Please cancel my order,"Hey, please cancel order ORD00883 before it ships. I made this purchase by mistake. Please reply today. I checked the help page but could not find a clear answer. Kind regards, Avery Lark.",2026-07-19 08:49,Cancellation,ORD00883
EMAIL00997,CUST0112,Checkout error,"Hi, my payment keeps failing when I try to buy the Harbor Electric Kettle. The card works everywhere else. Please reply this week. A quick reply would be appreciated. Kind regards, Jamie Ivy.",2026-07-30 11:45,Payment Issue,ORD00685
EMAIL00589,CUST0292,Return request,"The Atlas Denim Jacket arrived damaged. I would like to return it and receive a refund for ORD00864. Please reply today. I checked the help page but could not find a clear answer. Kind regards, Skyler Juniper.",2026-08-07 08:39,Return/Refund,ORD00864
EMAIL01174,CUST0272,Payment problem,"My card payment for ORD00837 is still pending in my bank app. Did the order go through? Please reply before the weekend. Sorry if I missed this information somewhere. Kind regards, Skyler Grove.",2026-06-26 19:53,Payment Issue,ORD00837
EMAIL00383,CUST0231,I need to return an item,"Hello, I received the Harbor Training Shoe from order ORD00535, but it does not fit my needs. Please send the return instructions. Please reply when you can. A quick reply would be appreciated. Kind regards, Jamie Lark.",2026-03-20 16:19,Return/Refund,ORD00535
EMAIL00843,CUST0292,Accidental order,"Oops, I ordered the wrong item. Is it still possible to stop order ORD00276? Please reply this week. Please let me know what you need from me. Kind regards, Skyler Juniper.",2026-06-16 11:57,Cancellation,ORD00276
EMAIL02190,CUST0052,Discount code question,"Do you have a student discount or a promo code I can use for the Solace Studio Microphone? Please reply this week. I checked the help page but could not find a clear answer. Kind regards, Jordan Hollow.",2026-06-18 08:48,Other,
EMAIL00783,CUST0145,Accidental order,"Oops, I ordered the wrong item. Is it still possible to stop order ORD00828? Please reply today. A quick reply would be appreciated. Kind regards, Skyler Cove.",2026-04-14 12:24,Cancellation,ORD00828
EMAIL02084,CUST0233,Exchange request,"I would like to exchange the Pioneer Trail Runner from order ORD00584 for a different size or color. Please tell me the next steps. Please reply before the weekend. I checked the help page but could not find a clear answer. Kind regards, Riley Ivy.",2026-08-09 18:54,Exchange,ORD00584
EMAIL01430,CUST0176,Is this in stock?,"Do you still have the Brook Vitamin C Set available? I am looking for one as a gift. Please reply this week. I checked the help page but could not find a clear answer. Kind regards, Skyler Lark.",2026-08-19 08:11,Product Information,ORD00241
EMAIL00750,CUST0140,Cancel order,"I no longer need the Atlas Gentle Cleanser. Can you cancel ORD00274 and refund the payment? Please reply this week. Sorry if I missed this information somewhere. Kind regards, Casey Lark.",2026-01-01 09:25,Cancellation,ORD00274
EMAIL02067,CUST0269,Exchange request,"I would like to exchange the Pioneer Insulated Bottle from order ORD00020 for a different size or color. Please tell me the next steps. Please reply as soon as possible. Please let me know what you need from me. Kind regards, Jordan Lark.",2026-01-27 19:33,Exchange,ORD00020
EMAIL01649,CUST0244,Complaint about delivery,"My package for ORD00724 arrived much later than promised and nobody sent an update. This is not acceptable. Please reply this week. I checked the help page but could not find a clear answer. Kind regards, Avery Fern.",2026-04-12 14:59,Complaint,ORD00724
EMAIL02048,CUST0029,Can you replace this?,"Hi, the Lumen Canvas Tote from ORD00781 is the wrong size. How can I swap it for the correct one? Please reply this week. Please let me know what you need from me. Kind regards, Avery Cove.",2026-07-18 17:02,Exchange,ORD00781
EMAIL00480,CUST0200,I need to return an item,"Hi, I received the Summit Training Shoe from order ORD00906, but it does not fit my needs. Please send the return instructions. Please reply when you can. A quick reply would be appreciated. Kind regards, Jamie Briar.",2026-06-12 17:31,Return/Refund,ORD00906
EMAIL00250,CUST0061,Tracking update needed,"Could you check the delivery status of ORD00923? The tracking has not changed and I am starting to worry. Please reply as soon as possible. I hope this can be resolved soon. Kind regards, Rowan Dale.",2026-04-16 18:15,Order Status,ORD00923
EMAIL02338,CUST0081,Change my address,"Hi, how do I update the delivery address saved in my account for future orders? Please reply today. Please let me know what you need from me. Kind regards, Jordan Juniper.",2026-03-21 15:02,Other,
EMAIL00198,CUST0146,Has my package shipped?,"Hi, I ordered a Nova Coffee Grinder. Is order ORD00375 on its way yet? Please reply when you can. Please let me know what you need from me. Kind regards, Rowan Hollow.",2026-07-09 16:13,Order Status,ORD00375
EMAIL00566,CUST0142,Return request,"The Harbor Electric Kettle arrived damaged. I would like to return it and receive a refund for ORD00389. Please reply this week. A quick reply would be appreciated. Kind regards, Riley Cove.",2026-07-30 20:41,Return/Refund,ORD00389
EMAIL02023,CUST0194,Need a different size,"Hey, I received the Harbor Fleece Hoodie from order ORD00536, but the size is wrong. Can I exchange it for a smaller size? Please reply this week. Sorry if I missed this information somewhere. Kind regards, Jamie Ivy.",2026-05-17 19:26,Exchange,ORD00536
EMAIL01798,CUST0217,Poor experience,"I have tried to get help with ORD00971 twice. Still no answer. Really disappointed with the service. Please reply today. I checked the help page but could not find a clear answer. Kind regards, Avery Grove.",2026-08-13 17:38,Complaint,ORD00971
EMAIL00973,CUST0036,Checkout error,"Hi, my payment keeps failing when I try to buy the Aster Laptop Sleeve. The card works everywhere else. Please reply today. Sorry if I missed this information somewhere. Kind regards, Taylor Fern.",2026-04-08 17:35,Payment Issue,ORD00071
EMAIL01727,CUST0109,Complaint about delivery,"My package for ORD00336 arrived much later than promised and nobody sent an update. This is not acceptable. Please reply before the weekend. Sorry if I missed this information somewhere. Kind regards, Riley Ember.",2026-02-15 19:07,Complaint,ORD00336
EMAIL01101,CUST0007,Payment problem,"My card payment for ORD00540 is still pending in my bank app. Did the order go through? Please reply before the weekend. A quick reply would be appreciated. Kind regards, Riley Briar.",2026-01-09 11:27,Payment Issue,ORD00540
EMAIL00548,CUST0166,Return request,"The Nova Cast Iron Pan arrived damaged. I would like to return it and receive a refund for ORD00852. Please reply before the weekend. Please let me know what you need from me. Kind regards, Skyler Juniper.",2026-04-26 13:47,Return/Refund,ORD00852
EMAIL02042,CUST0262,Exchange request,"I would like to exchange the Solace Daily Runner from order ORD00420 for a different size or color. Please tell me the next steps. Please reply this week. I hope this can be resolved soon. Kind regards, Avery Grove.",2026-05-21 20:53,Exchange,ORD00420
EMAIL00416,CUST0074,Return request,"The Orbit Fleece Hoodie arrived damaged. I would like to return it and receive a refund for ORD01093. Please reply when you can. Please let me know what you need from me. Kind regards, Riley Cove.",2026-04-06 17:26,Return/Refund,ORD01093
EMAIL00621,CUST0257,Please cancel my order,"Dear support team, please cancel order ORD00359 before it ships. I made this purchase by mistake. Please reply when you can. A quick reply would be appreciated. Kind regards, Riley Hollow.",2026-02-03 19:38,Cancellation,ORD00359
EMAIL01922,CUST0052,Exchange request,"I would like to exchange the Nova Crossbody Bag from order ORD00193 for a different size or color. Please tell me the next steps. Please reply as soon as possible. I checked the help page but could not find a clear answer. Kind regards, Jordan Hollow.",2026-01-08 16:02,Exchange,ORD00193
EMAIL00306,CUST0098,Return request,"The Willow Denim Jacket arrived damaged. I would like to return it and receive a refund for ORD00496. Please reply before the weekend. Please let me know what you need from me. Kind regards, Rowan Juniper.",2026-05-25 14:42,Return/Refund,ORD00496
EMAIL02163,CUST0019,Need account help,"Hi, I cannot log in after resetting my password. Can you help me access my account? Please reply before the weekend. I hope this can be resolved soon. Kind regards, Rowan Ember.",2026-01-02 09:53,Other,ORD00547
EMAIL01164,CUST0086,Payment problem,"My card payment for ORD01099 is still pending in my bank app. Did the order go through? Please reply when you can. A quick reply would be appreciated. Kind regards, Jordan Dale.",2026-08-20 15:29,Payment Issue,ORD01099
EMAIL00256,CUST0035,Has my package shipped?,"Hi, I ordered a Summit Glass Storage Set. Is order ORD00396 on its way yet? Please reply when you can. A quick reply would be appreciated. Kind regards, Skyler Grove.",2026-08-03 16:25,Order Status,ORD00396
EMAIL01961,CUST0258,Can you replace this?,"Hi, the Harbor Insulated Bottle from ORD00209 is the wrong size. How can I swap it for the correct one? Please reply this week. Please let me know what you need from me. Kind regards, Avery Fern.",2026-08-19 14:43,Exchange,ORD00209
EMAIL02223,CUST0132,Need account help,"Hello, I cannot log in after resetting my password. Can you help me access my account? Please reply today. A quick reply would be appreciated. Kind regards, Skyler Briar.",2026-07-08 09:19,Other,ORD00635
EMAIL00908,CUST0121,Checkout error,"Hi, my payment keeps failing when I try to buy the Lumen Resistance Band Set. The card works everywhere else. Please reply today. Please let me know what you need from me. Kind regards, Riley Grove.",2026-08-11 13:04,Payment Issue,ORD00284
EMAIL01180,CUST0210,Payment problem,"My card payment for ORD01084 is still pending in my bank app. Did the order go through? Please reply before the weekend. A quick reply would be appreciated. Kind regards, Morgan Lark.",2026-02-07 11:13,Payment Issue,ORD01084
EMAIL02384,CUST0207,Need account help,"Hi, I cannot log in after resetting my password. Can you help me access my account? Please reply when you can. Please let me know what you need from me. Kind regards, Jordan Ivy.",2026-05-11 12:04,Other,ORD00904
EMAIL01568,CUST0161,Poor experience,"I have tried to get help with ORD00903 twice. Still no answer. Really disappointed with the service. Please reply today. Please let me know what you need from me. Kind regards, Skyler Grove.",2026-02-17 17:33,Complaint,ORD00903
EMAIL00643,CUST0141,Cancel order,"I no longer need the Ember Gentle Cleanser. Can you cancel ORD01162 and refund the payment? Please reply this week. I checked the help page but could not find a clear answer. Kind regards, Riley Grove.",2026-03-06 09:24,Cancellation,ORD01162
EMAIL02369,CUST0074,Change my address,"Hi, how do I update the delivery address saved in my account for future orders? Please reply this week. I checked the help page but could not find a clear answer. Kind regards, Riley Cove.",2026-07-15 18:43,Other,ORD00603
EMAIL01805,CUST0165,Exchange request,"I would like to exchange the Echo Foam Roller from order ORD00254 for a different size or color. Please tell me the next steps. Please reply as soon as possible. Sorry if I missed this information somewhere. Kind regards, Jordan Ember.",2026-08-06 16:23,Exchange,ORD00254
EMAIL01654,CUST0264,Complaint about delivery,"My package for ORD00313 arrived much later than promised and nobody sent an update. This is not acceptable. Please reply when you can. Please let me know what you need from me. Kind regards, Taylor Briar.",2026-05-26 08:53,Complaint,ORD00313
EMAIL02312,CUST0217,Change my address,"Hi, how do I update the delivery address saved in my account for future orders? Please reply before the weekend. Sorry if I missed this information somewhere. Kind regards, Avery Grove.",2026-08-17 09:05,Other,ORD00987
EMAIL01542,CUST0168,Very disappointed,"Hello, I am unhappy with order ORD00568. The Brook Quilted Vest was not as described and this has been frustrating. Please reply as soon as possible. I checked the help page but could not find a clear answer. Kind regards, Riley Briar.",2026-05-17 14:52,Complaint,ORD00568
EMAIL00651,CUST0115,Accidental order,"Oops, I ordered the wrong item. Is it still possible to stop order ORD00186? Please reply this week. I checked the help page but could not find a clear answer. Kind regards, Morgan Cove.",2026-02-11 09:36,Cancellation,ORD00186
EMAIL01013,CUST0195,Payment problem,"My card payment for ORD00950 is still pending in my bank app. Did the order go through? Please reply as soon as possible. Sorry if I missed this information somewhere. Kind regards, Jamie Grove.",2026-01-13 13:50,Payment Issue,ORD00950
EMAIL00061,CUST0037,Where is my order?,"Hey, I placed order ORD00326 a few days ago and it still says delivered. Can you tell me when it will arrive? Regards, Skyler Cove Please reply today. A quick reply would be appreciated. Kind regards, Skyler Cove.",2026-07-01 20:29,Order Status,ORD00326
EMAIL00613,CUST0247,Accidental order,"Oops, I ordered the wrong item. Is it still possible to stop order ORD00366? Please reply this week. I hope this can be resolved soon. Kind regards, Morgan Dale.",2026-08-14 13:43,Cancellation,ORD00366
EMAIL00978,CUST0281,I was charged twice,"I can see two charges for order ORD01132, but I only placed one order. Please look into this. Please reply as soon as possible. I checked the help page but could not find a clear answer. Kind regards, Taylor Hollow.",2026-08-04 10:42,Payment Issue,ORD01132
EMAIL01998,CUST0207,Exchange request,"I would like to exchange the Orbit Studio Microphone from order ORD00904 for a different size or color. Please tell me the next steps. Please reply as soon as possible. Sorry if I missed this information somewhere. Kind regards, Jordan Ivy.",2026-07-19 15:07,Exchange,ORD00904
EMAIL00141,CUST0254,Where is my order?,"Hey, I placed order ORD00826 a few days ago and it still says processing. Can you tell me when it will arrive? Please help, Taylor Cove Please reply before the weekend. Please let me know what you need from me. Kind regards, Taylor Cove.",2026-07-01 13:57,Order Status,ORD00826
EMAIL00252,CUST0165,Tracking update needed,"Could you check the delivery status of ORD00464? The tracking has not changed and I am starting to worry. Please reply as soon as possible. Please let me know what you need from me. Kind regards, Jordan Ember.",2026-08-22 08:17,Order Status,ORD00464
EMAIL00606,CUST0174,Accidental order,"Oops, I ordered the wrong item. Is it still possible to stop order ORD00998? Please reply before the weekend. I hope this can be resolved soon. Kind regards, Avery Dale.",2026-04-12 16:42,Cancellation,ORD00998
EMAIL01640,CUST0292,Very disappointed,"Hey, I am unhappy with order ORD00276. The Drift Noise-Canceling Headphones was not as described and this has been frustrating. Please reply as soon as possible. Sorry if I missed this information somewhere. Kind regards, Skyler Juniper.",2026-04-07 17:55,Complaint,ORD00276
EMAIL01696,CUST0079,Complaint about delivery,"My package for ORD00849 arrived much later than promised and nobody sent an update. This is not acceptable. Please reply before the weekend. I hope this can be resolved soon. Kind regards, Riley Dale.",2026-03-21 14:39,Complaint,ORD00849
EMAIL00288,CUST0190,Where is my order?,"Hey, I placed order ORD00835 a few days ago and it still says delivered. Can you tell me when it will arrive? Please help, Taylor Lark Please reply this week. I hope this can be resolved soon. Kind regards, Taylor Lark.",2026-08-13 11:24,Order Status,ORD00835
EMAIL02211,CUST0058,Need account help,"Dear support team, I cannot log in after resetting my password. Can you help me access my account? Please reply this week. Please let me know what you need from me. Kind regards, Rowan Ivy.",2026-01-01 15:26,Other,ORD00275
EMAIL01335,CUST0278,Is this in stock?,"Do you still have the Terra Studio Microphone available? I am looking for one as a gift. Please reply before the weekend. I checked the help page but could not find a clear answer. Kind regards, Jamie Cove.",2026-08-14 10:19,Product Information,ORD00462
EMAIL02001,CUST0093,Exchange request,"I would like to exchange the Sage Wireless Earbuds from order ORD00447 for a different size or color. Please tell me the next steps. Please reply this week. Sorry if I missed this information somewhere. Kind regards, Rowan Grove.",2026-05-23 17:02,Exchange,ORD00447
EMAIL01431,CUST0281,Is this in stock?,"Do you still have the Cedar Wireless Earbuds available? I am looking for one as a gift. Please reply this week. I checked the help page but could not find a clear answer. Kind regards, Taylor Hollow.",2026-01-04 10:41,Product Information,
EMAIL02249,CUST0232,Discount code question,"Do you have a student discount or a promo code I can use for the Ember Bamboo Organizer? Please reply before the weekend. I checked the help page but could not find a clear answer. Kind regards, Skyler Dale.",2026-05-03 16:55,Other,ORD00851
EMAIL01555,CUST0041,Poor experience,"I have tried to get help with ORD00609 twice. Still no answer. Really disappointed with the service. Please reply today. I hope this can be resolved soon. Kind regards, Taylor Ivy.",2026-08-15 14:54,Complaint,ORD00609
EMAIL01638,CUST0014,Very disappointed,"Dear support team, I am unhappy with order ORD00872. The Willow Denim Jacket was not as described and this has been frustrating. Please reply when you can. A quick reply would be appreciated. Kind regards, Casey Ember.",2026-08-06 10:44,Complaint,ORD00872
EMAIL01033,CUST0040,Checkout error,"Hi, my payment keeps failing when I try to buy the Willow Canvas Tote. The card works everywhere else. Please reply this week. I checked the help page but could not find a clear answer. Kind regards, Rowan Ember.",2026-07-25 09:38,Payment Issue,ORD00917
EMAIL00718,CUST0035,Accidental order,"Oops, I ordered the wrong item. Is it still possible to stop order ORD00629? Please reply this week. A quick reply would be appreciated. Kind regards, Skyler Grove.",2026-08-25 13:53,Cancellation,ORD00629
EMAIL02196,CUST0142,Discount code question,"Do you have a student discount or a promo code I can use for the Cedar Air Fryer? Please reply when you can. Sorry if I missed this information somewhere. Kind regards, Riley Cove.",2026-06-12 12:39,Other,ORD00344
EMAIL00588,CUST0202,Refund status,"I returned order ORD00848 and have not received my refund. Can someone check the status for me? Please reply this week. A quick reply would be appreciated. Kind regards, Morgan Fern.",2026-08-24 15:30,Return/Refund,ORD00848
