order_id,customer_id,product_id,product_name,order_date,order_status,payment_status,order_amount
ORD00277,CUST0067,PRD-047,Pioneer Trail Runner,2026-05-10,Delivered,Pending,150.31
ORD00278,CUST0033,PRD-125,Solace Insulated Bottle,2025-09-25,Processing,Paid,41.94
ORD00279,CUST0174,PRD-081,Nimbus Night Cream,2026-06-16,Processing,Failed,132.05
ORD00280,CUST0128,PRD-134,Coast Foam Roller,2026-05-09,Delivered,Paid,129.24
ORD00281,CUST0286,PRD-089,Willow Vitamin C Set,2025-02-25,Delivered,Paid,103.16
ORD00282,CUST0254,PRD-003,Orbit Studio Microphone,2025-06-19,Delivered,Paid,193.36
ORD00283,CUST0143,PRD-020,Brook Wireless Earbuds,2025-02-21,Delivered,Paid,75.01
ORD00284,CUST0121,PRD-130,Lumen Resistance Band Set,2025-03-22,Shipped,Paid,184.94
ORD00285,CUST0256,PRD-118,Terra Canvas Tote,2026-04-03,Out for Delivery,Paid,99.01
ORD00286,CUST0053,PRD-081,Nimbus Night Cream,2026-02-18,Processing,Paid,132.05
ORD00287,CUST0156,PRD-106,Nova Crossbody Bag,2026-06-05,Processing,Paid,40.82
ORD00288,CUST0187,PRD-144,Cedar Bamboo Organizer,2025-02-25,Shipped,Paid,169.30
ORD00289,CUST0187,PRD-058,Terra Daily Runner,2026-04-09,Delivered,Paid,205.60
ORD00290,CUST0175,PRD-030,Lumen Denim Jacket,2025-12-30,Processing,Paid,58.82
ORD00291,CUST0024,PRD-075,Sage Air Fryer,2025-06-18,Delivered,Paid,172.35
ORD00292,CUST0055,PRD-127,Pioneer Insulated Bottle,2025-09-18,Processing,Paid,259.72
ORD00293,CUST0111,PRD-157,Echo Cast Iron Pan,2026-04-14,Processing,Paid,259.66
ORD00294,CUST0024,PRD-049,Willow Walking Shoe,2025-05-07,Delivered,Paid,108.76
ORD00295,CUST0256,PRD-116,Drift Travel Backpack,2025-01-05,Out for Delivery,Paid,38.84
ORD00296,CUST0300,PRD-136,Drift Insulated Bottle,2026-05-10,Delivered,Paid,248.54
ORD00297,CUST0066,PRD-131,Summit Foam Roller,2025-04-17,Delivered,Failed,116.83
ORD00298,CUST0259,PRD-100,Brook Vitamin C Set,2026-01-29,Delivered,Paid,162.02
ORD00299,CUST0204,PRD-108,Atlas Laptop Sleeve,2025-12-18,Returned,Pending,48.75
ORD00300,CUST0263,PRD-076,Drift Coffee Grinder,2025-11-03,Out for Delivery,Paid,47.28
ORD00301,CUST0103,PRD-141,Nimbus Glass Storage Set,2025-08-03,Delivered,Paid,95.35
ORD00302,CUST0092,PRD-160,Brook Bamboo Organizer,2026-05-31,Delivered,Paid,141.42
ORD00303,CUST0181,PRD-139,Aster Yoga Mat,2026-07-30,Delivered,Paid,84.95
ORD00304,CUST0274,PRD-123,Orbit Insulated Bottle,2025-10-20,Delivered,Refunded,225.12
ORD00305,CUST0196,PRD-109,Willow Canvas Tote,2025-05-29,Delivered,Paid,98.80
ORD00306,CUST0147,PRD-014,Coast Portable Speaker,2025-09-14,Delivered,Paid,138.82
ORD00307,CUST0105,PRD-038,Terra Rain Jacket,2026-07-09,Delivered,Paid,47.30
ORD00308,CUST0288,PRD-009,Willow Portable Speaker,2026-02-03,Shipped,Paid,29.68
ORD00309,CUST0025,PRD-061,Nimbus Electric Kettle,2026-01-26,Out for Delivery,Pending,57.06
ORD00310,CUST0283,PRD-100,Brook Vitamin C Set,2025-02-25,Shipped,Pending,162.02
ORD00311,CUST0116,PRD-004,Cedar Wireless Earbuds,2026-01-12,Delivered,Paid,147.84
ORD00312,CUST0151,PRD-151,Summit Glass Storage Set,2026-04-05,Delivered,Paid,151.97
ORD00313,CUST0264,PRD-046,Nova Trail Runner,2025-05-03,Returned,Refunded,62.19
ORD00314,CUST0067,PRD-097,Echo Gentle Cleanser,2025-06-14,Processing,Paid,45.73
ORD00315,CUST0080,PRD-150,Lumen Cast Iron Pan,2025-02-10,Delivered,Paid,219.96
ORD00316,CUST0252,PRD-040,Brook Quilted Vest,2026-08-10,Cancelled,Refunded,55.91
ORD00317,CUST0270,PRD-141,Nimbus Glass Storage Set,2025-08-14,Shipped,Pending,95.35
ORD00318,CUST0213,PRD-048,Atlas Training Shoe,2026-07-11,Delivered,Pending,99.33
ORD00319,CUST0170,PRD-138,Terra Resistance Band Set,2025-12-06,Shipped,Paid,57.28
ORD00320,CUST0288,PRD-093,Ember Gentle Cleanser,2025-01-10,Shipped,Refunded,134.54
ORD00321,CUST0021,PRD-030,Lumen Denim Jacket,2025-11-25,Delivered,Paid,58.82
ORD00322,CUST0013,PRD-098,Terra Hydrating Serum,2026-06-14,Cancelled,Paid,151.69
ORD00323,CUST0023,PRD-096,Drift Hydrating Serum,2025-10-31,Out for Delivery,Paid,198.84
ORD00324,CUST0086,PRD-050,Lumen Walking Shoe,2026-07-05,Shipped,Paid,146.20
ORD00325,CUST0218,PRD-137,Echo Foam Roller,2025-04-17,Processing,Paid,169.15
ORD00326,CUST0037,PRD-053,Ember Trail Runner,2025-06-07,Delivered,Paid,213.82
ORD00327,CUST0038,PRD-007,Pioneer Portable Speaker,2025-02-25,Out for Delivery,Paid,71.16
ORD00328,CUST0133,PRD-046,Nova Trail Runner,2026-02-22,Delivered,Paid,62.19
ORD00329,CUST0009,PRD-100,Brook Vitamin C Set,2026-02-03,Out for Delivery,Paid,162.02
ORD00330,CUST0300,PRD-031,Summit Rain Jacket,2025-02-16,Delivered,Paid,166.51
ORD00331,CUST0155,PRD-019,Aster Studio Microphone,2025-03-30,Shipped,Paid,29.06
ORD00332,CUST0016,PRD-073,Ember Coffee Grinder,2026-05-01,Delivered,Paid,49.72
ORD00333,CUST0280,PRD-041,Nimbus Training Shoe,2025-10-30,Delivered,Paid,328.88
ORD00334,CUST0006,PRD-037,Echo Fleece Hoodie,2026-07-21,Shipped,Failed,125.23
ORD00335,CUST0276,PRD-143,Orbit Bamboo Organizer,2026-07-15,Processing,Paid,209.38
ORD00336,CUST0109,PRD-022,Harbor Fleece Hoodie,2026-02-27,Shipped,Paid,117.63
ORD00337,CUST0100,PRD-132,Meadow Foam Roller,2025-04-28,Processing,Paid,54.43
ORD00338,CUST0282,PRD-047,Pioneer Trail Runner,2026-04-18,Delivered,Paid,150.31
ORD00339,CUST0051,PRD-141,Nimbus Glass Storage Set,2025-07-22,Processing,Paid,95.35
ORD00340,CUST0121,PRD-149,Willow Glass Storage Set,2025-04-13,Out for Delivery,Paid,123.02
ORD00341,CUST0249,PRD-073,Ember Coffee Grinder,2026-04-07,Delivered,Failed,24.86
ORD00342,CUST0290,PRD-085,Solace Night Cream,2026-08-04,Delivered,Paid,155.92
ORD00343,CUST0003,PRD-094,Coast Gentle Cleanser,2025-11-17,Delivered,Refunded,74.06
ORD00344,CUST0142,PRD-064,Cedar Air Fryer,2026-01-04,Delivered,Paid,56.44
ORD00345,CUST0237,PRD-035,Sage Denim Jacket,2026-04-02,Delivered,Paid,343.04
ORD00346,CUST0090,PRD-092,Meadow Vitamin C Set,2025-03-25,Delivered,Paid,99.46
ORD00347,CUST0135,PRD-072,Meadow Electric Kettle,2025-03-20,Delivered,Paid,67.65
ORD00348,CUST0109,PRD-020,Brook Wireless Earbuds,2025-02-07,Cancelled,Paid,150.02
ORD00349,CUST0077,PRD-142,Harbor Cast Iron Pan,2026-01-10,Shipped,Failed,128.48
ORD00350,CUST0069,PRD-101,Nimbus Canvas Tote,2026-04-21,Shipped,Pending,57.67
ORD00351,CUST0123,PRD-129,Willow Resistance Band Set,2025-06-19,Out for Delivery,Paid,108.86
ORD00352,CUST0248,PRD-132,Meadow Foam Roller,2026-01-03,Processing,Paid,54.43
ORD00353,CUST0136,PRD-011,Summit Studio Microphone,2026-01-14,Shipped,Paid,64.90
ORD00354,CUST0199,PRD-060,Brook Walking Shoe,2026-04-26,Processing,Paid,59.09
ORD00355,CUST0053,PRD-117,Echo Laptop Sleeve,2026-06-18,Cancelled,Refunded,108.37
ORD00356,CUST0193,PRD-071,Summit Air Fryer,2026-01-23,Delivered,Paid,106.37
ORD00357,CUST0265,PRD-094,Coast Gentle Cleanser,2025-09-15,Delivered,Failed,74.06
ORD00358,CUST0181,PRD-097,Echo Gentle Cleanser,2025-12-20,Returned,Refunded,91.46
ORD00359,CUST0257,PRD-125,Solace Insulated Bottle,2025-05-23,Delivered,Failed,41.94
ORD00360,CUST0109,PRD-113,Ember Crossbody Bag,2025-06-03,Processing,Paid,160.96
ORD00361,CUST0118,PRD-048,Atlas Training Shoe,2026-03-01,Processing,Paid,99.33
ORD00362,CUST0246,PRD-085,Solace Night Cream,2025-08-04,Delivered,Paid,311.84
ORD00363,CUST0125,PRD-152,Meadow Ceramic Mug Set,2025-02-14,Processing,Pending,47.93
ORD00364,CUST0294,PRD-033,Ember Denim Jacket,2025-05-31,Delivered,Paid,149.74
ORD00365,CUST0289,PRD-015,Sage Wireless Earbuds,2025-01-20,Processing,Failed,207.92
ORD00366,CUST0247,PRD-073,Ember Coffee Grinder,2025-06-24,Returned,Refunded,49.72
ORD00367,CUST0262,PRD-057,Echo Walking Shoe,2025-09-28,Delivered,Paid,56.97
ORD00368,CUST0036,PRD-043,Orbit Training Shoe,2025-08-24,Delivered,Paid,349.08
ORD00369,CUST0268,PRD-097,Echo Gentle Cleanser,2026-06-01,Shipped,Paid,45.73
ORD00370,CUST0244,PRD-108,Atlas Laptop Sleeve,2025-02-09,Delivered,Paid,48.75
ORD00371,CUST0067,PRD-137,Echo Foam Roller,2026-07-07,Out for Delivery,Paid,338.30
ORD00372,CUST0190,PRD-001,Nimbus Portable Speaker,2025-02-14,Cancelled,Paid,136.98
ORD00373,CUST0196,PRD-136,Drift Insulated Bottle,2025-12-25,Out for Delivery,Refunded,248.54
ORD00374,CUST0218,PRD-151,Summit Glass Storage Set,2025-05-18,Delivered,Failed,151.97
ORD00375,CUST0146,PRD-066,Nova Coffee Grinder,2026-07-11,Out for Delivery,Paid,59.04
ORD00376,CUST0296,PRD-105,Solace Travel Backpack,2026-06-20,Shipped,Paid,69.70
ORD00377,CUST0162,PRD-031,Summit Rain Jacket,2026-02-23,Out for Delivery,Paid,166.51
ORD00378,CUST0134,PRD-093,Ember Gentle Cleanser,2026-07-03,Processing,Paid,67.27
ORD00379,CUST0105,PRD-109,Willow Canvas Tote,2026-02-28,Delivered,Paid,197.60
ORD00380,CUST0287,PRD-142,Harbor Cast Iron Pan,2026-07-23,Delivered,Paid,64.24
ORD00381,CUST0204,PRD-124,Cedar Resistance Band Set,2025-05-22,Shipped,Paid,134.87
ORD00382,CUST0052,PRD-031,Summit Rain Jacket,2025-08-08,Delivered,Paid,166.51
ORD00383,CUST0083,PRD-131,Summit Foam Roller,2026-02-03,Shipped,Paid,116.83
ORD00384,CUST0223,PRD-002,Harbor Wireless Earbuds,2025-04-01,Delivered,Pending,86.40
ORD00385,CUST0197,PRD-017,Echo Noise-Canceling Headphones,2026-02-15,Shipped,Paid,141.15
ORD00386,CUST0090,PRD-158,Terra Bamboo Organizer,2026-05-22,Delivered,Paid,173.09
ORD00387,CUST0100,PRD-113,Ember Crossbody Bag,2025-02-04,Processing,Failed,160.96
ORD00388,CUST0019,PRD-154,Coast Cast Iron Pan,2026-01-04,Out for Delivery,Paid,172.55
ORD00389,CUST0142,PRD-062,Harbor Electric Kettle,2026-02-14,Delivered,Refunded,39.61
ORD00390,CUST0266,PRD-091,Summit Night Cream,2025-01-16,Delivered,Paid,38.79
ORD00391,CUST0178,PRD-018,Terra Studio Microphone,2025-10-11,Cancelled,Refunded,128.34
ORD00392,CUST0295,PRD-058,Terra Daily Runner,2025-01-05,Delivered,Paid,205.60
ORD00393,CUST0258,PRD-067,Pioneer Compact Blender,2025-10-29,Processing,Paid,158.26
ORD00394,CUST0227,PRD-088,Atlas Gentle Cleanser,2026-01-22,Returned,Refunded,117.14
ORD00395,CUST0235,PRD-145,Solace Glass Storage Set,2026-04-17,Out for Delivery,Paid,48.18
ORD00396,CUST0035,PRD-151,Summit Glass Storage Set,2026-01-27,Delivered,Paid,151.97
ORD00397,CUST0212,PRD-057,Echo Walking Shoe,2025-12-28,Delivered,Paid,56.97
ORD00398,CUST0128,PRD-133,Ember Resistance Band Set,2025-10-22,Delivered,Paid,129.82
ORD00399,CUST0039,PRD-024,Cedar Rain Jacket,2026-07-22,Shipped,Paid,173.15
ORD00400,CUST0094,PRD-046,Nova Trail Runner,2025-07-14,Out for Delivery,Paid,62.19
ORD00401,CUST0136,PRD-128,Atlas Insulated Bottle,2025-07-31,Delivered,Paid,159.40
ORD00402,CUST0080,PRD-059,Aster Daily Runner,2025-04-20,Shipped,Paid,81.25
ORD00403,CUST0004,PRD-031,Summit Rain Jacket,2026-07-09,Cancelled,Refunded,333.02
ORD00404,CUST0253,PRD-011,Summit Studio Microphone,2025-10-09,Delivered,Paid,64.90
ORD00405,CUST0204,PRD-126,Nova Yoga Mat,2025-08-16,Processing,Pending,48.91
ORD00406,CUST0245,PRD-148,Atlas Cast Iron Pan,2026-07-08,Processing,Paid,98.48
ORD00407,CUST0235,PRD-009,Willow Portable Speaker,2025-05-04,Out for Delivery,Paid,29.68
ORD00408,CUST0108,PRD-133,Ember Resistance Band Set,2026-01-24,Out for Delivery,Paid,129.82
ORD00409,CUST0096,PRD-149,Willow Glass Storage Set,2026-07-16,Processing,Paid,123.02
ORD00410,CUST0188,PRD-068,Atlas Coffee Grinder,2025-07-08,Shipped,Paid,162.10
ORD00411,CUST0187,PRD-128,Atlas Insulated Bottle,2026-02-15,Out for Delivery,Paid,159.40
ORD00412,CUST0052,PRD-072,Meadow Electric Kettle,2025-10-04,Out for Delivery,Paid,67.65
ORD00413,CUST0075,PRD-061,Nimbus Electric Kettle,2025-06-03,Delivered,Failed,57.06
ORD00414,CUST0069,PRD-122,Harbor Insulated Bottle,2026-06-14,Delivered,Paid,300.30
ORD00415,CUST0129,PRD-137,Echo Foam Roller,2026-07-30,Delivered,Pending,169.15
ORD00416,CUST0031,PRD-146,Nova Cast Iron Pan,2025-08-09,Processing,Paid,110.01
ORD00417,CUST0172,PRD-066,Nova Coffee Grinder,2025-09-24,Out for Delivery,Paid,118.08
ORD00418,CUST0177,PRD-093,Ember Gentle Cleanser,2025-01-21,Shipped,Paid,67.27
ORD00419,CUST0296,PRD-106,Nova Crossbody Bag,2026-07-06,Processing,Failed,40.82
ORD00420,CUST0262,PRD-045,Solace Daily Runner,2026-05-15,Returned,Refunded,133.25
ORD00421,CUST0238,PRD-115,Sage Travel Backpack,2025-05-29,Cancelled,Refunded,80.59
ORD00422,CUST0293,PRD-043,Orbit Training Shoe,2026-02-19,Delivered,Failed,349.08
ORD00423,CUST0163,PRD-019,Aster Studio Microphone,2025-10-26,Processing,Paid,29.06
ORD00424,CUST0186,PRD-069,Willow Coffee Grinder,2026-06-18,Delivered,Paid,260.24
ORD00425,CUST0065,PRD-116,Drift Travel Backpack,2025-08-29,Shipped,Paid,38.84
ORD00426,CUST0204,PRD-065,Solace Air Fryer,2025-04-16,Returned,Paid,161.50
ORD00427,CUST0014,PRD-025,Solace Denim Jacket,2026-02-11,Processing,Failed,177.15
ORD00428,CUST0080,PRD-135,Sage Resistance Band Set,2025-03-28,Delivered,Paid,65.05
ORD00429,CUST0227,PRD-100,Brook Vitamin C Set,2025-05-10,Shipped,Paid,162.02
ORD00430,CUST0183,PRD-034,Coast Denim Jacket,2025-11-30,Delivered,Paid,20.95
ORD00431,CUST0281,PRD-122,Harbor Insulated Bottle,2026-04-01,Out for Delivery,Failed,150.15
ORD00432,CUST0234,PRD-035,Sage Denim Jacket,2026-08-01,Returned,Refunded,171.52
ORD00433,CUST0178,PRD-112,Meadow Canvas Tote,2026-05-09,Delivered,Paid,64.29
ORD00434,CUST0188,PRD-139,Aster Yoga Mat,2026-02-27,Shipped,Paid,84.95
ORD00435,CUST0177,PRD-067,Pioneer Compact Blender,2025-10-21,Processing,Paid,158.26
ORD00436,CUST0245,PRD-121,Nimbus Foam Roller,2025-11-03,Delivered,Paid,228.36
ORD00437,CUST0004,PRD-003,Orbit Studio Microphone,2026-07-16,Delivered,Pending,96.68
ORD00438,CUST0203,PRD-096,Drift Hydrating Serum,2025-09-13,Processing,Failed,198.84
ORD00439,CUST0113,PRD-042,Harbor Training Shoe,2025-09-27,Delivered,Paid,185.58
ORD00440,CUST0146,PRD-021,Nimbus Fleece Hoodie,2026-06-29,Out for Delivery,Paid,77.74
ORD00441,CUST0070,PRD-069,Willow Coffee Grinder,2025-10-24,Shipped,Failed,130.12
ORD00442,CUST0252,PRD-029,Willow Denim Jacket,2025-07-12,Delivered,Paid,28.68
ORD00443,CUST0096,PRD-083,Orbit Gentle Cleanser,2025-04-15,Processing,Paid,163.59
ORD00444,CUST0120,PRD-073,Ember Coffee Grinder,2025-04-03,Shipped,Paid,24.86
ORD00445,CUST0160,PRD-039,Aster Quilted Vest,2026-05-26,Processing,Paid,154.04
ORD00446,CUST0042,PRD-096,Drift Hydrating Serum,2025-05-30,Out for Delivery,Pending,99.42
ORD00447,CUST0093,PRD-015,Sage Wireless Earbuds,2025-07-16,Shipped,Paid,207.92
ORD00448,CUST0128,PRD-065,Solace Air Fryer,2026-01-30,Delivered,Pending,161.50
ORD00449,CUST0236,PRD-114,Coast Travel Backpack,2025-04-07,Shipped,Refunded,82.89
ORD00450,CUST0160,PRD-134,Coast Foam Roller,2025-11-27,Delivered,Paid,129.24
ORD00451,CUST0130,PRD-041,Nimbus Training Shoe,2026-05-08,Delivered,Paid,164.44
ORD00452,CUST0058,PRD-077,Echo Coffee Grinder,2025-08-30,Processing,Failed,171.81
ORD00453,CUST0300,PRD-112,Meadow Canvas Tote,2025-05-03,Shipped,Paid,64.29
ORD00454,CUST0298,PRD-102,Harbor Travel Backpack,2026-05-02,Delivered,Paid,43.61
ORD00455,CUST0081,PRD-153,Ember Bamboo Organizer,2026-05-27,Processing,Pending,19.11
ORD00456,CUST0031,PRD-024,Cedar Rain Jacket,2025-12-31,Delivered,Paid,173.15
ORD00457,CUST0250,PRD-040,Brook Quilted Vest,2025-08-27,Delivered,Pending,55.91
ORD00458,CUST0099,PRD-082,Harbor Vitamin C Set,2025-01-22,Returned,Pending,100.86
ORD00459,CUST0249,PRD-097,Echo Gentle Cleanser,2026-03-25,Shipped,Paid,45.73
ORD00460,CUST0291,PRD-144,Cedar Bamboo Organizer,2025-07-11,Shipped,Paid,169.30
ORD00461,CUST0284,PRD-140,Brook Resistance Band Set,2025-06-14,Shipped,Paid,18.84
ORD00462,CUST0278,PRD-018,Terra Studio Microphone,2026-01-11,Delivered,Paid,128.34
ORD00463,CUST0095,PRD-117,Echo Laptop Sleeve,2025-01-20,Processing,Paid,216.74
ORD00464,CUST0165,PRD-159,Aster Cast Iron Pan,2025-03-06,Delivered,Pending,85.37
ORD00465,CUST0283,PRD-138,Terra Resistance Band Set,2025-06-07,Delivered,Paid,114.56
ORD00466,CUST0057,PRD-157,Echo Cast Iron Pan,2025-04-09,Shipped,Paid,129.83
ORD00467,CUST0092,PRD-134,Coast Foam Roller,2025-02-02,Delivered,Paid,64.62
ORD00468,CUST0293,PRD-052,Meadow Training Shoe,2026-02-02,Processing,Paid,117.69
ORD00469,CUST0026,PRD-126,Nova Yoga Mat,2026-01-11,Delivered,Paid,48.91
ORD00470,CUST0252,PRD-057,Echo Walking Shoe,2025-03-23,Delivered,Paid,56.97
ORD00471,CUST0189,PRD-120,Brook Crossbody Bag,2025-03-01,Delivered,Paid,142.26
ORD00472,CUST0156,PRD-158,Terra Bamboo Organizer,2025-03-21,Shipped,Paid,173.09
ORD00473,CUST0273,PRD-056,Drift Trail Runner,2026-01-30,Returned,Refunded,134.40
ORD00474,CUST0286,PRD-049,Willow Walking Shoe,2026-07-26,Processing,Paid,54.38
ORD00475,CUST0235,PRD-107,Pioneer Canvas Tote,2026-03-14,Delivered,Pending,58.22
ORD00476,CUST0259,PRD-027,Pioneer Rain Jacket,2025-12-12,Processing,Paid,153.90
ORD00477,CUST0162,PRD-041,Nimbus Training Shoe,2026-07-18,Delivered,Paid,164.44
ORD00478,CUST0166,PRD-084,Cedar Night Cream,2025-09-04,Delivered,Paid,252.38
ORD00479,CUST0185,PRD-145,Solace Glass Storage Set,2026-04-09,Delivered,Paid,48.18
ORD00480,CUST0146,PRD-115,Sage Travel Backpack,2025-01-17,Returned,Refunded,80.59
ORD00481,CUST0154,PRD-133,Ember Resistance Band Set,2025-08-16,Processing,Failed,129.82
ORD00482,CUST0284,PRD-055,Sage Training Shoe,2026-06-08,Delivered,Paid,28.17
ORD00483,CUST0020,PRD-143,Orbit Bamboo Organizer,2026-04-17,Delivered,Paid,104.69
ORD00484,CUST0120,PRD-092,Meadow Vitamin C Set,2025-09-20,Processing,Paid,99.46
ORD00485,CUST0040,PRD-077,Echo Coffee Grinder,2025-11-29,Processing,Paid,171.81
ORD00486,CUST0154,PRD-124,Cedar Resistance Band Set,2025-02-08,Processing,Pending,134.87
ORD00487,CUST0179,PRD-148,Atlas Cast Iron Pan,2026-03-21,Shipped,Pending,49.24
ORD00488,CUST0006,PRD-107,Pioneer Canvas Tote,2026-01-27,Returned,Refunded,58.22
ORD00489,CUST0168,PRD-014,Coast Portable Speaker,2026-05-30,Shipped,Paid,138.82
ORD00490,CUST0229,PRD-057,Echo Walking Shoe,2026-06-01,Processing,Paid,113.94
ORD00491,CUST0076,PRD-024,Cedar Rain Jacket,2025-05-16,Shipped,Paid,346.30
ORD00492,CUST0281,PRD-087,Pioneer Vitamin C Set,2026-02-13,Processing,Paid,22.26
ORD00493,CUST0070,PRD-068,Atlas Coffee Grinder,2026-05-08,Processing,Paid,162.10
ORD00494,CUST0288,PRD-144,Cedar Bamboo Organizer,2026-06-21,Processing,Paid,169.30
ORD00495,CUST0166,PRD-064,Cedar Air Fryer,2025-04-02,Shipped,Paid,56.44
ORD00496,CUST0098,PRD-029,Willow Denim Jacket,2025-11-25,Delivered,Paid,28.68
ORD00497,CUST0087,PRD-089,Willow Vitamin C Set,2025-12-25,Delivered,Paid,103.16
ORD00498,CUST0226,PRD-158,Terra Bamboo Organizer,2025-02-15,Delivered,Pending,173.09
ORD00499,CUST0058,PRD-060,Brook Walking Shoe,2025-02-25,Processing,Paid,59.09
ORD00500,CUST0008,PRD-063,Orbit Air Fryer,2025-12-18,Returned,Failed,152.52
ORD00501,CUST0108,PRD-029,Willow Denim Jacket,2026-07-05,Shipped,Paid,28.68
ORD00502,CUST0281,PRD-055,Sage Training Shoe,2026-05-10,Shipped,Paid,28.17
ORD00503,CUST0193,PRD-160,Brook Bamboo Organizer,2026-06-24,Delivered,Paid,141.42
ORD00504,CUST0139,PRD-012,Meadow Studio Microphone,2025-02-24,Shipped,Paid,152.79
ORD00505,CUST0139,PRD-120,Brook Crossbody Bag,2026-01-04,Delivered,Paid,142.26
ORD00506,CUST0119,PRD-028,Atlas Denim Jacket,2026-01-25,Processing,Failed,255.96
ORD00507,CUST0249,PRD-131,Summit Foam Roller,2026-06-29,Returned,Refunded,116.83
ORD00508,CUST0288,PRD-023,Orbit Fleece Hoodie,2025-01-23,Processing,Paid,181.72
ORD00509,CUST0251,PRD-011,Summit Studio Microphone,2026-02-07,Shipped,Paid,64.90
ORD00510,CUST0155,PRD-041,Nimbus Training Shoe,2025-08-30,Processing,Paid,164.44
ORD00511,CUST0199,PRD-129,Willow Resistance Band Set,2025-01-31,Shipped,Paid,108.86
ORD00512,CUST0202,PRD-143,Orbit Bamboo Organizer,2025-05-21,Returned,Refunded,104.69
ORD00513,CUST0214,PRD-023,Orbit Fleece Hoodie,2025-09-04,Delivered,Paid,90.86
ORD00514,CUST0230,PRD-147,Pioneer Glass Storage Set,2026-07-10,Processing,Refunded,162.06
ORD00515,CUST0071,PRD-034,Coast Denim Jacket,2025-11-13,Shipped,Paid,20.95
ORD00516,CUST0290,PRD-135,Sage Resistance Band Set,2025-06-11,Cancelled,Refunded,65.05
ORD00517,CUST0095,PRD-082,Harbor Vitamin C Set,2025-11-22,Processing,Paid,50.43
ORD00518,CUST0211,PRD-038,Terra Rain Jacket,2025-11-07,Delivered,Pending,94.60
ORD00519,CUST0078,PRD-114,Coast Travel Backpack,2025-07-12,Delivered,Pending,82.89
ORD00520,CUST0291,PRD-028,Atlas Denim Jacket,2025-08-25,Processing,Paid,127.98
ORD00521,CUST0041,PRD-153,Ember Bamboo Organizer,2026-05-04,Shipped,Paid,19.11
ORD00522,CUST0095,PRD-035,Sage Denim Jacket,2026-02-01,Out for Delivery,Paid,171.52
ORD00523,CUST0017,PRD-126,Nova Yoga Mat,2026-02-23,Out for Delivery,Paid,48.91
ORD00524,CUST0105,PRD-004,Cedar Wireless Earbuds,2025-03-09,Cancelled,Paid,73.92
ORD00525,CUST0167,PRD-046,Nova Trail Runner,2026-04-14,Cancelled,Failed,124.38
ORD00526,CUST0161,PRD-064,Cedar Air Fryer,2026-02-08,Out for Delivery,Pending,56.44
ORD00527,CUST0267,PRD-157,Echo Cast Iron Pan,2025-04-22,Returned,Refunded,129.83
ORD00528,CUST0266,PRD-116,Drift Travel Backpack,2026-07-05,Out for Delivery,Failed,38.84
ORD00529,CUST0265,PRD-102,Harbor Travel Backpack,2025-02-20,Returned,Refunded,87.22
ORD00530,CUST0147,PRD-049,Willow Walking Shoe,2026-04-18,Shipped,Paid,54.38
ORD00531,CUST0265,PRD-043,Orbit Training Shoe,2025-05-26,Out for Delivery,Paid,174.54
ORD00532,CUST0093,PRD-119,Aster Laptop Sleeve,2026-07-14,Delivered,Paid,148.24
ORD00533,CUST0092,PRD-035,Sage Denim Jacket,2026-04-10,Shipped,Paid,171.52
ORD00534,CUST0129,PRD-152,Meadow Ceramic Mug Set,2025-11-28,Cancelled,Failed,47.93
ORD00535,CUST0231,PRD-042,Harbor Training Shoe,2026-01-07,Delivered,Paid,92.79
ORD00536,CUST0194,PRD-022,Harbor Fleece Hoodie,2026-07-18,Delivered,Paid,117.63
ORD00537,CUST0290,PRD-098,Terra Hydrating Serum,2025-06-03,Processing,Paid,151.69
ORD00538,CUST0215,PRD-042,Harbor Training Shoe,2025-11-12,Delivered,Paid,92.79
ORD00539,CUST0093,PRD-080,Brook Air Fryer,2025-05-01,Delivered,Refunded,98.85
ORD00540,CUST0007,PRD-034,Coast Denim Jacket,2026-04-15,Returned,Refunded,20.95
ORD00541,CUST0253,PRD-128,Atlas Insulated Bottle,2025-09-01,Delivered,Paid,159.40
ORD00542,CUST0227,PRD-056,Drift Trail Runner,2025-03-23,Delivered,Paid,268.80
ORD00543,CUST0286,PRD-154,Coast Cast Iron Pan,2025-08-01,Delivered,Paid,172.55
ORD00544,CUST0019,PRD-013,Ember Noise-Canceling Headphones,2025-05-29,Processing,Paid,88.58
ORD00545,CUST0170,PRD-009,Willow Portable Speaker,2025-03-31,Delivered,Pending,29.68
ORD00546,CUST0146,PRD-013,Ember Noise-Canceling Headphones,2026-08-10,Processing,Refunded,88.58
ORD00547,CUST0019,PRD-144,Cedar Bamboo Organizer,2025-04-06,Processing,Paid,169.30
ORD00548,CUST0219,PRD-077,Echo Coffee Grinder,2026-07-18,Shipped,Failed,171.81
ORD00549,CUST0169,PRD-017,Echo Noise-Canceling Headphones,2026-06-24,Shipped,Paid,141.15
ORD00550,CUST0056,PRD-106,Nova Crossbody Bag,2026-08-09,Delivered,Paid,40.82
ORD00551,CUST0219,PRD-136,Drift Insulated Bottle,2025-11-21,Returned,Refunded,124.27
ORD00552,CUST0067,PRD-067,Pioneer Compact Blender,2026-07-31,Delivered,Refunded,158.26
ORD00553,CUST0093,PRD-128,Atlas Insulated Bottle,2025-08-27,Out for Delivery,Paid,318.80
ORD00554,CUST0239,PRD-075,Sage Air Fryer,2025-05-01,Returned,Refunded,172.35
