email_id,customer_id,subject,email_body,timestamp,category,order_id,text
EMAIL01140,CUST0122,Checkout error,"Hi, my payment keeps failing when I try to buy the Coast Trail Runner. The card works everywhere else. Please reply this week. Sorry if I missed this information somewhere. Kind regards, Jordan Dale.",2026-04-03 13:03,Payment Issue,ORD01153,"Checkout error Hi, my payment keeps failing when I try to buy the Coast Trail Runner. The card works everywhere else. Please reply this week. Sorry if I missed this information somewhere. Kind regards, Jordan Dale."
EMAIL00936,CUST0181,I was charged twice,"I can see two charges for order ORD00303, but I only placed one order. Please look into this. Please reply as soon as possible. Please let me know what you need from me. Kind regards, Avery Hollow.",2026-06-17 19:32,Payment Issue,ORD00303,"I was charged twice I can see two charges for order ORD00303, but I only placed one order. Please look into this. Please reply as soon as possible. Please let me know what you need from me. Kind regards, Avery Hollow."
EMAIL00714,CUST0187,Cancel order,"I no longer need the Nova Trail Runner. Can you cancel ORD00668 and refund the payment? Please reply today. I checked the help page but could not find a clear answer. Kind regards, Skyler Fern.",2026-05-04 20:52,Cancellation,ORD00668,"Cancel order I no longer need the Nova Trail Runner. Can you cancel ORD00668 and refund the payment? Please reply today. I checked the help page but could not find a clear answer. Kind regards, Skyler Fern."
EMAIL02017,CUST0261,Can you replace this?,"Hi, the Cedar Air Fryer from ORD01003 is the wrong size. How can I swap it for the correct one? Please reply when you can. I hope this can be resolved soon. Kind regards, Casey Ivy.",2026-04-01 14:06,Exchange,ORD01003,"Can you replace this? Hi, the Cedar Air Fryer from ORD01003 is the wrong size. How can I swap it for the correct one? Please reply when you can. I hope this can be resolved soon. Kind regards, Casey Ivy."
EMAIL01674,CUST0175,Complaint about delivery,"My package for ORD00954 arrived much later than promised and nobody sent an update. This is not acceptable. Please reply today. Please let me know what you need from me. Kind regards, Morgan Cove.",2026-01-19 14:24,Complaint,ORD00954,"Complaint about delivery My package for ORD00954 arrived much later than promised and nobody sent an update. This is not acceptable. Please reply today. Please let me know what you need from me. Kind regards, Morgan Cove."
EMAIL02105,CUST0033,Discount code question,"Do you have a student discount or a promo code I can use for the Solace Insulated Bottle? Please reply today. I checked the help page but could not find a clear answer. Kind regards, Rowan Lark.",2026-06-03 19:48,Other,ORD00278,"Discount code question Do you have a student discount or a promo code I can use for the Solace Insulated Bottle? Please reply today. I checked the help page but could not find a clear answer. Kind regards, Rowan Lark."
EMAIL02340,CUST0274,Need account help,"Hi, I cannot log in after resetting my password. Can you help me access my account? Please reply today. Please let me know what you need from me. Kind regards, Casey Cove.",2026-07-27 20:22,Other,ORD00304,"Need account help Hi, I cannot log in after resetting my password. Can you help me access my account? Please reply today. Please let me know what you need from me. Kind regards, Casey Cove."
EMAIL01738,CUST0140,Poor experience,"I have tried to get help with ORD00274 twice. Still no answer. Really disappointed with the service. Please reply as soon as possible. Sorry if I missed this information somewhere. Kind regards, Casey Lark.",2026-05-22 11:57,Complaint,ORD00274,"Poor experience I have tried to get help with ORD00274 twice. Still no answer. Really disappointed with the service. Please reply as soon as possible. Sorry if I missed this information somewhere. Kind regards, Casey Lark."
EMAIL00688,CUST0244,Please cancel my order,"Dear support team, please cancel order ORD00724 before it ships. I made this purchase by mistake. Please reply as soon as possible. Please let me know what you need from me. Kind regards, Avery Fern.",2026-06-07 19:23,Cancellation,ORD00724,"Please cancel my order Dear support team, please cancel order ORD00724 before it ships. I made this purchase by mistake. Please reply as soon as possible. Please let me know what you need from me. Kind regards, Avery Fern."
EMAIL01999,CUST0014,Can you replace this?,"Hi, the Willow Denim Jacket from ORD00872 is the wrong size. How can I swap it for the correct one? Please reply today. Sorry if I missed this information somewhere. Kind regards, Casey Ember.",2026-06-14 12:22,Exchange,ORD00872,"Can you replace this? Hi, the Willow Denim Jacket from ORD00872 is the wrong size. How can I swap it for the correct one? Please reply today. Sorry if I missed this information somewhere. Kind regards, Casey Ember."
EMAIL01654,CUST0264,Complaint about delivery,"My package for ORD00313 arrived much later than promised and nobody sent an update. This is not acceptable. Please reply when you can. Please let me know what you need from me. Kind regards, Taylor Briar.",2026-05-26 08:53,Complaint,ORD00313,"Complaint about delivery My package for ORD00313 arrived much later than promised and nobody sent an update. This is not acceptable. Please reply when you can. Please let me know what you need from me. Kind regards, Taylor Briar."
EMAIL01418,CUST0211,Is this in stock?,"Do you still have the Echo Noise-Canceling Headphones available? I am looking for one as a gift. Please reply today. I checked the help page but could not find a clear answer. Kind regards, Riley Hollow.",2026-01-12 10:05,Product Information,ORD00702,"Is this in stock? Do you still have the Echo Noise-Canceling Headphones available? I am looking for one as a gift. Please reply today. I checked the help page but could not find a clear answer. Kind regards, Riley Hollow."
EMAIL00506,CUST0275,Return request,"The Ember Coffee Grinder arrived damaged. I would like to return it and receive a refund for ORD00706. Please reply before the weekend. I checked the help page but could not find a clear answer. Kind regards, Rowan Lark.",2026-01-29 18:04,Return/Refund,ORD00706,"Return request The Ember Coffee Grinder arrived damaged. I would like to return it and receive a refund for ORD00706. Please reply before the weekend. I checked the help page but could not find a clear answer. Kind regards, Rowan Lark."
EMAIL00140,CUST0051,Tracking update needed,"Could you check the delivery status of ORD00339? The tracking has not changed and I am starting to worry. Please reply as soon as possible. Please let me know what you need from me. Kind regards, Morgan Ember.",2026-05-20 12:42,Order Status,ORD00339,"Tracking update needed Could you check the delivery status of ORD00339? The tracking has not changed and I am starting to worry. Please reply as soon as possible. Please let me know what you need from me. Kind regards, Morgan Ember."
EMAIL00600,CUST0193,Return request,"The Summit Rain Jacket arrived damaged. I would like to return it and receive a refund for ORD01139. Please reply before the weekend. Sorry if I missed this information somewhere. Kind regards, Rowan Ivy.",2026-02-14 17:25,Return/Refund,ORD01139,"Return request The Summit Rain Jacket arrived damaged. I would like to return it and receive a refund for ORD01139. Please reply before the weekend. Sorry if I missed this information somewhere. Kind regards, Rowan Ivy."
EMAIL01261,CUST0262,Question about Coast Foam Roller,"Dear support team, could you tell me more about the Coast Foam Roller? I need the size, material, and care details before ordering. Please reply before the weekend. I hope this can be resolved soon. Kind regards, Avery Grove.",2026-03-25 20:47,Product Information,ORD00907,"Question about Coast Foam Roller Dear support team, could you tell me more about the Coast Foam Roller? I need the size, material, and care details before ordering. Please reply before the weekend. I hope this can be resolved soon. Kind regards, Avery Grove."
EMAIL00649,CUST0144,Please cancel my order,"Dear support team, please cancel order ORD00221 before it ships. I made this purchase by mistake. Please reply when you can. I hope this can be resolved soon. Kind regards, Skyler Ember.",2026-06-04 17:48,Cancellation,ORD00221,"Please cancel my order Dear support team, please cancel order ORD00221 before it ships. I made this purchase by mistake. Please reply when you can. I hope this can be resolved soon. Kind regards, Skyler Ember."
EMAIL00700,CUST0161,Accidental order,"Oops, I ordered the wrong item. Is it still possible to stop order ORD00903? Please reply today. I checked the help page but could not find a clear answer. Kind regards, Skyler Grove.",2026-06-07 08:52,Cancellation,ORD00903,"Accidental order Oops, I ordered the wrong item. Is it still possible to stop order ORD00903? Please reply today. I checked the help page but could not find a clear answer. Kind regards, Skyler Grove."
EMAIL01853,CUST0194,Need a different size,"Dear support team, I received the Harbor Fleece Hoodie from order ORD00536, but the size is wrong. Can I exchange it for a smaller size? Please reply this week. I checked the help page but could not find a clear answer. Kind regards, Jamie Ivy.",2026-01-01 08:41,Exchange,ORD00536,"Need a different size Dear support team, I received the Harbor Fleece Hoodie from order ORD00536, but the size is wrong. Can I exchange it for a smaller size? Please reply this week. I checked the help page but could not find a clear answer. Kind regards, Jamie Ivy."
EMAIL02177,CUST0293,Change my address,"Hi, how do I update the delivery address saved in my account for future orders? Please reply before the weekend. I hope this can be resolved soon. Kind regards, Quinn Ember.",2026-08-08 08:31,Other,ORD00422,"Change my address Hi, how do I update the delivery address saved in my account for future orders? Please reply before the weekend. I hope this can be resolved soon. Kind regards, Quinn Ember."
EMAIL00730,CUST0047,Cancel order,"I no longer need the Lumen Denim Jacket. Can you cancel ORD00003 and refund the payment? Please reply when you can. I hope this can be resolved soon. Kind regards, Skyler Ivy.",2026-07-28 19:34,Cancellation,ORD00003,"Cancel order I no longer need the Lumen Denim Jacket. Can you cancel ORD00003 and refund the payment? Please reply when you can. I hope this can be resolved soon. Kind regards, Skyler Ivy."
EMAIL02278,CUST0243,Discount code question,"Do you have a student discount or a promo code I can use for the Harbor Electric Kettle? Please reply when you can. A quick reply would be appreciated. Kind regards, Riley Dale.",2026-04-12 12:58,Other,ORD00229,"Discount code question Do you have a student discount or a promo code I can use for the Harbor Electric Kettle? Please reply when you can. A quick reply would be appreciated. Kind regards, Riley Dale."
EMAIL00324,CUST0085,Return request,"The Lumen Wireless Earbuds arrived damaged. I would like to return it and receive a refund for ORD00775. Please reply as soon as possible. I checked the help page but could not find a clear answer. Kind regards, Rowan Hollow.",2026-05-05 18:42,Return/Refund,ORD00775,"Return request The Lumen Wireless Earbuds arrived damaged. I would like to return it and receive a refund for ORD00775. Please reply as soon as possible. I checked the help page but could not find a clear answer. Kind regards, Rowan Hollow."
EMAIL01262,CUST0206,Warranty question,"Hi, does the Ember Coffee Grinder come with a warranty? I could not find the answer on the product page. Please reply today. I hope this can be resolved soon. Kind regards, Morgan Cove.",2026-04-22 19:08,Product Information,,"Warranty question Hi, does the Ember Coffee Grinder come with a warranty? I could not find the answer on the product page. Please reply today. I hope this can be resolved soon. Kind regards, Morgan Cove."
EMAIL02382,CUST0029,Change my address,"Hi, how do I update the delivery address saved in my account for future orders? Please reply as soon as possible. I hope this can be resolved soon. Kind regards, Avery Cove.",2026-01-14 10:59,Other,,"Change my address Hi, how do I update the delivery address saved in my account for future orders? Please reply as soon as possible. I hope this can be resolved soon. Kind regards, Avery Cove."
EMAIL00966,CUST0104,Payment problem,"My card payment for ORD00212 is still pending in my bank app. Did the order go through? Please reply before the weekend. Sorry if I missed this information somewhere. Kind regards, Rowan Briar.",2026-08-16 14:27,Payment Issue,ORD00212,"Payment problem My card payment for ORD00212 is still pending in my bank app. Did the order go through? Please reply before the weekend. Sorry if I missed this information somewhere. Kind regards, Rowan Briar."
EMAIL01013,CUST0195,Payment problem,"My card payment for ORD00950 is still pending in my bank app. Did the order go through? Please reply as soon as possible. Sorry if I missed this information somewhere. Kind regards, Jamie Grove.",2026-01-13 13:50,Payment Issue,ORD00950,"Payment problem My card payment for ORD00950 is still pending in my bank app. Did the order go through? Please reply as soon as possible. Sorry if I missed this information somewhere. Kind regards, Jamie Grove."
EMAIL01981,CUST0186,Need a different size,"Hello, I received the Willow Canvas Tote from order ORD01087, but the size is wrong. Can I exchange it for a smaller size? Please reply as soon as possible. A quick reply would be appreciated. Kind regards, Avery Dale.",2026-05-02 10:34,Exchange,ORD01087,"Need a different size Hello, I received the Willow Canvas Tote from order ORD01087, but the size is wrong. Can I exchange it for a smaller size? Please reply as soon as possible. A quick reply would be appreciated. Kind regards, Avery Dale."
EMAIL00821,CUST0216,Cancel order,"I no longer need the Willow Portable Speaker. Can you cancel ORD00008 and refund the payment? Please reply this week. Please let me know what you need from me. Kind regards, Morgan Lark.",2026-02-04 08:04,Cancellation,ORD00008,"Cancel order I no longer need the Willow Portable Speaker. Can you cancel ORD00008 and refund the payment? Please reply this week. Please let me know what you need from me. Kind regards, Morgan Lark."
EMAIL00165,CUST0126,Tracking update needed,"Could you check the delivery status of ORD00015? The tracking has not changed and I am starting to worry. Please reply before the weekend. Please let me know what you need from me. Kind regards, Jamie Ivy.",2026-06-20 09:37,Order Status,ORD00015,"Tracking update needed Could you check the delivery status of ORD00015? The tracking has not changed and I am starting to worry. Please reply before the weekend. Please let me know what you need from me. Kind regards, Jamie Ivy."
EMAIL02374,CUST0137,Discount code question,"Do you have a student discount or a promo code I can use for the Lumen Cast Iron Pan? Please reply this week. A quick reply would be appreciated. Kind regards, Taylor Ember.",2026-03-23 18:39,Other,ORD00177,"Discount code question Do you have a student discount or a promo code I can use for the Lumen Cast Iron Pan? Please reply this week. A quick reply would be appreciated. Kind regards, Taylor Ember."
EMAIL01389,CUST0045,Is this in stock?,"Do you still have the Coast Cast Iron Pan available? I am looking for one as a gift. Please reply when you can. I checked the help page but could not find a clear answer. Kind regards, Taylor Cove.",2026-01-13 08:58,Product Information,ORD00632,"Is this in stock? Do you still have the Coast Cast Iron Pan available? I am looking for one as a gift. Please reply when you can. I checked the help page but could not find a clear answer. Kind regards, Taylor Cove."
EMAIL02061,CUST0014,Wrong item size,"The item in order ORD00427 does not fit. I do not need a refund; I would prefer an exchange if possible. Please reply this week. Please let me know what you need from me. Kind regards, Casey Ember.",2026-02-16 19:36,Exchange,ORD00427,"Wrong item size The item in order ORD00427 does not fit. I do not need a refund; I would prefer an exchange if possible. Please reply this week. Please let me know what you need from me. Kind regards, Casey Ember."
EMAIL00095,CUST0055,Where is my order?,"Dear support team, I placed order ORD00216 a few days ago and it still says processing. Can you tell me when it will arrive? Thanks, Jamie Ivy Please reply when you can. Please let me know what you need from me. Kind regards, Jamie Ivy.",2026-03-09 10:05,Order Status,ORD00216,"Where is my order? Dear support team, I placed order ORD00216 a few days ago and it still says processing. Can you tell me when it will arrive? Thanks, Jamie Ivy Please reply when you can. Please let me know what you need from me. Kind regards, Jamie Ivy."
EMAIL02377,CUST0237,Change my address,"Hi, how do I update the delivery address saved in my account for future orders? Please reply when you can. Sorry if I missed this information somewhere. Kind regards, Jamie Ivy.",2026-05-30 12:38,Other,ORD00164,"Change my address Hi, how do I update the delivery address saved in my account for future orders? Please reply when you can. Sorry if I missed this information somewhere. Kind regards, Jamie Ivy."
EMAIL00982,CUST0064,Checkout error,"Hi, my payment keeps failing when I try to buy the Aster Daily Runner. The card works everywhere else. Please reply as soon as possible. I hope this can be resolved soon. Kind regards, Skyler Briar.",2026-04-06 15:59,Payment Issue,ORD00757,"Checkout error Hi, my payment keeps failing when I try to buy the Aster Daily Runner. The card works everywhere else. Please reply as soon as possible. I hope this can be resolved soon. Kind regards, Skyler Briar."
EMAIL00549,CUST0250,Refund status,"I returned order ORD00457 and have not received my refund. Can someone check the status for me? Please reply before the weekend. I hope this can be resolved soon. Kind regards, Quinn Cove.",2026-07-10 11:14,Return/Refund,ORD00457,"Refund status I returned order ORD00457 and have not received my refund. Can someone check the status for me? Please reply before the weekend. I hope this can be resolved soon. Kind regards, Quinn Cove."
EMAIL00845,CUST0075,Accidental order,"Oops, I ordered the wrong item. Is it still possible to stop order ORD01200? Please reply when you can. Sorry if I missed this information somewhere. Kind regards, Riley Lark.",2026-06-01 20:22,Cancellation,ORD01200,"Accidental order Oops, I ordered the wrong item. Is it still possible to stop order ORD01200? Please reply when you can. Sorry if I missed this information somewhere. Kind regards, Riley Lark."
EMAIL00933,CUST0097,I was charged twice,"I can see two charges for order ORD00223, but I only placed one order. Please look into this. Please reply when you can. I checked the help page but could not find a clear answer. Kind regards, Morgan Fern.",2026-03-13 12:15,Payment Issue,ORD00223,"I was charged twice I can see two charges for order ORD00223, but I only placed one order. Please look into this. Please reply when you can. I checked the help page but could not find a clear answer. Kind regards, Morgan Fern."
EMAIL00016,CUST0078,Where is my order?,"Hello, I placed order ORD00519 a few days ago and it still says delivered. Can you tell me when it will arrive? Regards, Avery Grove Please reply when you can. A quick reply would be appreciated. Kind regards, Avery Grove.",2026-05-17 09:00,Order Status,ORD00519,"Where is my order? Hello, I placed order ORD00519 a few days ago and it still says delivered. Can you tell me when it will arrive? Regards, Avery Grove Please reply when you can. A quick reply would be appreciated. Kind regards, Avery Grove."
EMAIL00496,CUST0215,Refund status,"I returned order ORD00538 and have not received my refund. Can someone check the status for me? Please reply before the weekend. I hope this can be resolved soon. Kind regards, Rowan Hollow.",2026-01-03 18:44,Return/Refund,ORD00538,"Refund status I returned order ORD00538 and have not received my refund. Can someone check the status for me? Please reply before the weekend. I hope this can be resolved soon. Kind regards, Rowan Hollow."
EMAIL01146,CUST0257,Checkout error,"Hi, my payment keeps failing when I try to buy the Aster Night Cream. The card works everywhere else. Please reply when you can. Please let me know what you need from me. Kind regards, Riley Hollow.",2026-08-21 19:05,Payment Issue,ORD00051,"Checkout error Hi, my payment keeps failing when I try to buy the Aster Night Cream. The card works everywhere else. Please reply when you can. Please let me know what you need from me. Kind regards, Riley Hollow."
EMAIL01136,CUST0040,Checkout error,"Hi, my payment keeps failing when I try to buy the Willow Canvas Tote. The card works everywhere else. Please reply today. A quick reply would be appreciated. Kind regards, Rowan Ember.",2026-05-30 19:33,Payment Issue,ORD00917,"Checkout error Hi, my payment keeps failing when I try to buy the Willow Canvas Tote. The card works everywhere else. Please reply today. A quick reply would be appreciated. Kind regards, Rowan Ember."
EMAIL00289,CUST0194,Tracking update needed,"Could you check the delivery status of ORD00536? The tracking has not changed and I am starting to worry. Please reply before the weekend. I hope this can be resolved soon. Kind regards, Jamie Ivy.",2026-02-19 08:37,Order Status,ORD00536,"Tracking update needed Could you check the delivery status of ORD00536? The tracking has not changed and I am starting to worry. Please reply before the weekend. I hope this can be resolved soon. Kind regards, Jamie Ivy."
EMAIL01978,CUST0096,Need a different size,"Hey, I received the Coast Compact Blender from order ORD01096, but the size is wrong. Can I exchange it for a smaller size? Please reply this week. Please let me know what you need from me. Kind regards, Skyler Juniper.",2026-05-07 11:33,Exchange,ORD01096,"Need a different size Hey, I received the Coast Compact Blender from order ORD01096, but the size is wrong. Can I exchange it for a smaller size? Please reply this week. Please let me know what you need from me. Kind regards, Skyler Juniper."
EMAIL01177,CUST0203,Checkout error,"Hi, my payment keeps failing when I try to buy the Brook Bamboo Organizer. The card works everywhere else. Please reply when you can. A quick reply would be appreciated. Kind regards, Quinn Ivy.",2026-04-08 08:06,Payment Issue,ORD00930,"Checkout error Hi, my payment keeps failing when I try to buy the Brook Bamboo Organizer. The card works everywhere else. Please reply when you can. A quick reply would be appreciated. Kind regards, Quinn Ivy."
EMAIL02263,CUST0209,Change my address,"Hi, how do I update the delivery address saved in my account for future orders? Please reply this week. Please let me know what you need from me. Kind regards, Morgan Ivy.",2026-05-09 19:06,Other,ORD00159,"Change my address Hi, how do I update the delivery address saved in my account for future orders? Please reply this week. Please let me know what you need from me. Kind regards, Morgan Ivy."
EMAIL01859,CUST0056,Can you replace this?,"Hi, the Ember Gentle Cleanser from ORD00075 is the wrong size. How can I swap it for the correct one? Please reply as soon as possible. Sorry if I missed this information somewhere. Kind regards, Avery Dale.",2026-03-29 08:22,Exchange,ORD00075,"Can you replace this? Hi, the Ember Gentle Cleanser from ORD00075 is the wrong size. How can I swap it for the correct one? Please reply as soon as possible. Sorry if I missed this information somewhere. Kind regards, Avery Dale."
EMAIL00379,CUST0231,I need to return an item,"Hello, I received the Summit Training Shoe from order ORD01097, but it does not fit my needs. Please send the return instructions. Please reply before the weekend. Sorry if I missed this information somewhere. Kind regards, Jamie Lark.",2026-06-03 12:31,Return/Refund,ORD01097,"I need to return an item Hello, I received the Summit Training Shoe from order ORD01097, but it does not fit my needs. Please send the return instructions. Please reply before the weekend. Sorry if I missed this information somewhere. Kind regards, Jamie Lark."
EMAIL00844,CUST0271,Please cancel my order,"Hi, please cancel order ORD00753 before it ships. I made this purchase by mistake. Please reply before the weekend. Sorry if I missed this information somewhere. Kind regards, Avery Dale.",2026-08-16 18:07,Cancellation,ORD00753,"Please cancel my order Hi, please cancel order ORD00753 before it ships. I made this purchase by mistake. Please reply before the weekend. Sorry if I missed this information somewhere. Kind regards, Avery Dale."
EMAIL01167,CUST0229,Payment problem,"My card payment for ORD00715 is still pending in my bank app. Did the order go through? Please reply before the weekend. I hope this can be resolved soon. Kind regards, Jordan Ember.",2026-06-18 08:02,Payment Issue,ORD00715,"Payment problem My card payment for ORD00715 is still pending in my bank app. Did the order go through? Please reply before the weekend. I hope this can be resolved soon. Kind regards, Jordan Ember."
EMAIL01083,CUST0112,Payment problem,"My card payment for ORD01181 is still pending in my bank app. Did the order go through? Please reply before the weekend. I checked the help page but could not find a clear answer. Kind regards, Jamie Ivy.",2026-02-09 13:49,Payment Issue,ORD01181,"Payment problem My card payment for ORD01181 is still pending in my bank app. Did the order go through? Please reply before the weekend. I checked the help page but could not find a clear answer. Kind regards, Jamie Ivy."
EMAIL00307,CUST0019,I need to return an item,"Hi, I received the Cedar Bamboo Organizer from order ORD00547, but it does not fit my needs. Please send the return instructions. Please reply when you can. Sorry if I missed this information somewhere. Kind regards, Rowan Ember.",2026-05-02 13:21,Return/Refund,ORD00547,"I need to return an item Hi, I received the Cedar Bamboo Organizer from order ORD00547, but it does not fit my needs. Please send the return instructions. Please reply when you can. Sorry if I missed this information somewhere. Kind regards, Rowan Ember."
EMAIL01423,CUST0244,Warranty question,"Hi, does the Lumen Denim Jacket come with a warranty? I could not find the answer on the product page. Please reply as soon as possible. I checked the help page but could not find a clear answer. Kind regards, Avery Fern.",2026-05-31 15:48,Product Information,,"Warranty question Hi, does the Lumen Denim Jacket come with a warranty? I could not find the answer on the product page. Please reply as soon as possible. I checked the help page but could not find a clear answer. Kind regards, Avery Fern."
EMAIL00316,CUST0205,Return request,"The Nova Coffee Grinder arrived damaged. I would like to return it and receive a refund for ORD01156. Please reply as soon as possible. Sorry if I missed this information somewhere. Kind regards, Rowan Briar.",2026-06-30 11:48,Return/Refund,ORD01156,"Return request The Nova Coffee Grinder arrived damaged. I would like to return it and receive a refund for ORD01156. Please reply as soon as possible. Sorry if I missed this information somewhere. Kind regards, Rowan Briar."
EMAIL02134,CUST0047,Discount code question,"Do you have a student discount or a promo code I can use for the Sage Denim Jacket? Please reply this week. A quick reply would be appreciated. Kind regards, Skyler Ivy.",2026-02-05 18:51,Other,ORD01117,"Discount code question Do you have a student discount or a promo code I can use for the Sage Denim Jacket? Please reply this week. A quick reply would be appreciated. Kind regards, Skyler Ivy."
EMAIL01488,CUST0073,Is this in stock?,"Do you still have the Pioneer Portable Speaker available? I am looking for one as a gift. Please reply when you can. I checked the help page but could not find a clear answer. Kind regards, Rowan Fern.",2026-01-02 17:37,Product Information,,"Is this in stock? Do you still have the Pioneer Portable Speaker available? I am looking for one as a gift. Please reply when you can. I checked the help page but could not find a clear answer. Kind regards, Rowan Fern."
EMAIL01376,CUST0057,Warranty question,"Hi, does the Cedar Bamboo Organizer come with a warranty? I could not find the answer on the product page. Please reply this week. I checked the help page but could not find a clear answer. Kind regards, Riley Ivy.",2026-02-13 20:27,Product Information,ORD00922,"Warranty question Hi, does the Cedar Bamboo Organizer come with a warranty? I could not find the answer on the product page. Please reply this week. I checked the help page but could not find a clear answer. Kind regards, Riley Ivy."
EMAIL00967,CUST0079,Checkout error,"Hi, my payment keeps failing when I try to buy the Nimbus Electric Kettle. The card works everywhere else. Please reply when you can. A quick reply would be appreciated. Kind regards, Riley Dale.",2026-06-29 15:01,Payment Issue,ORD00200,"Checkout error Hi, my payment keeps failing when I try to buy the Nimbus Electric Kettle. The card works everywhere else. Please reply when you can. A quick reply would be appreciated. Kind regards, Riley Dale."
EMAIL00304,CUST0110,I need to return an item,"Hey, I received the Pioneer Trail Runner from order ORD00756, but it does not fit my needs. Please send the return instructions. Please reply before the weekend. I hope this can be resolved soon. Kind regards, Avery Briar.",2026-05-22 19:50,Return/Refund,ORD00756,"I need to return an item Hey, I received the Pioneer Trail Runner from order ORD00756, but it does not fit my needs. Please send the return instructions. Please reply before the weekend. I hope this can be resolved soon. Kind regards, Avery Briar."
EMAIL01457,CUST0220,Question about Nova Coffee Grinder,"Hi, could you tell me more about the Nova Coffee Grinder? I need the size, material, and care details before ordering. Please reply before the weekend. Sorry if I missed this information somewhere. Kind regards, Quinn Cove.",2026-04-26 08:47,Product Information,,"Question about Nova Coffee Grinder Hi, could you tell me more about the Nova Coffee Grinder? I need the size, material, and care details before ordering. Please reply before the weekend. Sorry if I missed this information somewhere. Kind regards, Quinn Cove."
EMAIL00897,CUST0205,Cancel order,"I no longer need the Aster Studio Microphone. Can you cancel ORD00853 and refund the payment? Please reply as soon as possible. I checked the help page but could not find a clear answer. Kind regards, Rowan Briar.",2026-03-25 13:12,Cancellation,ORD00853,"Cancel order I no longer need the Aster Studio Microphone. Can you cancel ORD00853 and refund the payment? Please reply as soon as possible. I checked the help page but could not find a clear answer. Kind regards, Rowan Briar."
EMAIL01905,CUST0051,Need a different size,"Dear support team, I received the Lumen Gentle Cleanser from order ORD01165, but the size is wrong. Can I exchange it for a smaller size? Please reply today. Please let me know what you need from me. Kind regards, Morgan Ember.",2026-05-19 12:59,Exchange,ORD01165,"Need a different size Dear support team, I received the Lumen Gentle Cleanser from order ORD01165, but the size is wrong. Can I exchange it for a smaller size? Please reply today. Please let me know what you need from me. Kind regards, Morgan Ember."
EMAIL01954,CUST0095,Wrong item size,"The item in order ORD00522 does not fit. I do not need a refund; I would prefer an exchange if possible. Please reply as soon as possible. I checked the help page but could not find a clear answer. Kind regards, Skyler Hollow.",2026-06-10 11:41,Exchange,ORD00522,"Wrong item size The item in order ORD00522 does not fit. I do not need a refund; I would prefer an exchange if possible. Please reply as soon as possible. I checked the help page but could not find a clear answer. Kind regards, Skyler Hollow."
EMAIL01593,CUST0280,Complaint about delivery,"My package for ORD00333 arrived much later than promised and nobody sent an update. This is not acceptable. Please reply as soon as possible. A quick reply would be appreciated. Kind regards, Jordan Fern.",2026-03-07 08:38,Complaint,ORD00333,"Complaint about delivery My package for ORD00333 arrived much later than promised and nobody sent an update. This is not acceptable. Please reply as soon as possible. A quick reply would be appreciated. Kind regards, Jordan Fern."
EMAIL00498,CUST0084,Return request,"The Meadow Foam Roller arrived damaged. I would like to return it and receive a refund for ORD00734. Please reply before the weekend. A quick reply would be appreciated. Kind regards, Morgan Ember.",2026-07-09 12:43,Return/Refund,ORD00734,"Return request The Meadow Foam Roller arrived damaged. I would like to return it and receive a refund for ORD00734. Please reply before the weekend. A quick reply would be appreciated. Kind regards, Morgan Ember."
EMAIL01201,CUST0148,Question about Willow Denim Jacket,"Hi, could you tell me more about the Willow Denim Jacket? I need the size, material, and care details before ordering. Please reply when you can. Sorry if I missed this information somewhere. Kind regards, Casey Hollow.",2026-05-24 15:25,Product Information,ORD00758,"Question about Willow Denim Jacket Hi, could you tell me more about the Willow Denim Jacket? I need the size, material, and care details before ordering. Please reply when you can. Sorry if I missed this information somewhere. Kind regards, Casey Hollow."
EMAIL02397,CUST0218,Need account help,"Dear support team, I cannot log in after resetting my password. Can you help me access my account? Please reply when you can. Please let me know what you need from me. Kind regards, Jamie Hollow.",2026-01-10 10:47,Other,ORD00325,"Need account help Dear support team, I cannot log in after resetting my password. Can you help me access my account? Please reply when you can. Please let me know what you need from me. Kind regards, Jamie Hollow."
EMAIL00860,CUST0090,Please cancel my order,"Hey, please cancel order ORD00386 before it ships. I made this purchase by mistake. Please reply as soon as possible. I hope this can be resolved soon. Kind regards, Riley Ember.",2026-08-26 09:29,Cancellation,ORD00386,"Please cancel my order Hey, please cancel order ORD00386 before it ships. I made this purchase by mistake. Please reply as soon as possible. I hope this can be resolved soon. Kind regards, Riley Ember."
EMAIL02163,CUST0019,Need account help,"Hi, I cannot log in after resetting my password. Can you help me access my account? Please reply before the weekend. I hope this can be resolved soon. Kind regards, Rowan Ember.",2026-01-02 09:53,Other,ORD00547,"Need account help Hi, I cannot log in after resetting my password. Can you help me access my account? Please reply before the weekend. I hope this can be resolved soon. Kind regards, Rowan Ember."
EMAIL00371,CUST0064,Refund status,"I returned order ORD01149 and have not received my refund. Can someone check the status for me? Please reply as soon as possible. I hope this can be resolved soon. Kind regards, Skyler Briar.",2026-08-22 18:58,Return/Refund,ORD01149,"Refund status I returned order ORD01149 and have not received my refund. Can someone check the status for me? Please reply as soon as possible. I hope this can be resolved soon. Kind regards, Skyler Briar."
