product_id,product_name,category,subcategory,brand,description,price,available_sizes,available_colors,stock_quantity,warranty_period,returnable,product_rating
PRD-123,Orbit Insulated Bottle,Sports,Fitness,Peakform,"The Orbit Insulated Bottle is designed for reliable everyday use, with practical materials and a thoughtful, durable finish.",112.56,,"Black, Blue, White",84,No warranty,Yes,4.2
PRD-124,Cedar Resistance Band Set,Sports,Fitness,Peakform,"The Cedar Resistance Band Set is designed for reliable everyday use, with practical materials and a thoughtful, durable finish.",134.87,,"White, Beige, Teal",29,No warranty,Yes,4.3
PRD-125,Solace Insulated Bottle,Sports,Fitness,Peakform,"The Solace Insulated Bottle is designed for reliable everyday use, with practical materials and a thoughtful, durable finish.",41.94,,"Charcoal, Green, Sand",12,No warranty,Yes,4.3
PRD-126,Nova Yoga Mat,Sports,Fitness,Peakform,"The Nova Yoga Mat is designed for reliable everyday use, with practical materials and a thoughtful, durable finish.",48.91,,"White, Beige, Teal",48,No warranty,Yes,4.1
PRD-127,Pioneer Insulated Bottle,Sports,Fitness,Peakform,"The Pioneer Insulated Bottle is designed for reliable everyday use, with practical materials and a thoughtful, durable finish.",129.86,,"White, Beige, Teal",72,No warranty,Yes,4.6
PRD-128,Atlas Insulated Bottle,Sports,Fitness,Peakform,"The Atlas Insulated Bottle is designed for reliable everyday use, with practical materials and a thoughtful, durable finish.",159.40,,"Black, Blue, White",98,No warranty,Yes,3.8
PRD-129,Willow Resistance Band Set,Sports,Fitness,Peakform,"The Willow Resistance Band Set is designed for reliable everyday use, with practical materials and a thoughtful, durable finish.",108.86,,"White, Beige, Teal",75,No warranty,Yes,4.1
PRD-130,Lumen Resistance Band Set,Sports,Fitness,Peakform,"The Lumen Resistance Band Set is designed for reliable everyday use, with practical materials and a thoughtful, durable finish.",92.47,,"Navy, Grey, Red",77,No warranty,Yes,4.1
PRD-131,Summit Foam Roller,Sports,Fitness,Peakform,"The Summit Foam Roller is designed for reliable everyday use, with practical materials and a thoughtful, durable finish.",116.83,,"Charcoal, Green, Sand",39,No warranty,Yes,4.0
PRD-132,Meadow Foam Roller,Sports,Fitness,Peakform,"The Meadow Foam Roller is designed for reliable everyday use, with practical materials and a thoughtful, durable finish.",54.43,,"Navy, Grey, Red",106,No warranty,Yes,4.0
PRD-133,Ember Resistance Band Set,Sports,Fitness,Peakform,"The Ember Resistance Band Set is designed for reliable everyday use, with practical materials and a thoughtful, durable finish.",129.82,,"White, Beige, Teal",48,No warranty,Yes,4.2
PRD-134,Coast Foam Roller,Sports,Fitness,Peakform,"The Coast Foam Roller is designed for reliable everyday use, with practical materials and a thoughtful, durable finish.",64.62,,"White, Beige, Teal",58,No warranty,Yes,4.7
PRD-135,Sage Resistance Band Set,Sports,Fitness,Peakform,"The Sage Resistance Band Set is designed for reliable everyday use, with practical materials and a thoughtful, durable finish.",65.05,,"Navy, Grey, Red",99,No warranty,Yes,3.7
PRD-136,Drift Insulated Bottle,Sports,Fitness,Peakform,"The Drift Insulated Bottle is designed for reliable everyday use, with practical materials and a thoughtful, durable finish.",124.27,,"White, Beige, Teal",35,No warranty,Yes,3.9
PRD-137,Echo Foam Roller,Sports,Fitness,Peakform,"The Echo Foam Roller is designed for reliable everyday use, with practical materials and a thoughtful, durable finish.",169.15,,"Navy, Grey, Red",25,No warranty,Yes,3.7
PRD-138,Terra Resistance Band Set,Sports,Fitness,Peakform,"The Terra Resistance Band Set is designed for reliable everyday use, with practical materials and a thoughtful, durable finish.",57.28,,"Charcoal, Green, Sand",89,No warranty,Yes,3.9
PRD-139,Aster Yoga Mat,Sports,Fitness,Peakform,"The Aster Yoga Mat is designed for reliable everyday use, with practical materials and a thoughtful, durable finish.",84.95,,"White, Beige, Teal",20,No warranty,Yes,4.5
PRD-140,Brook Resistance Band Set,Sports,Fitness,Peakform,"The Brook Resistance Band Set is designed for reliable everyday use, with practical materials and a thoughtful, durable finish.",18.84,,"Charcoal, Green, Sand",60,No warranty,Yes,4.4
PRD-141,Nimbus Glass Storage Set,Home & Kitchen,Kitchenware,Cedar & Co.,"The Nimbus Glass Storage Set is designed for reliable everyday use, with practical materials and a thoughtful, durable finish.",95.35,,"Charcoal, Green, Sand",104,No warranty,Yes,4.9
PRD-142,Harbor Cast Iron Pan,Home & Kitchen,Kitchenware,Cedar & Co.,"The Harbor Cast Iron Pan is designed for reliable everyday use, with practical materials and a thoughtful, durable finish.",64.24,,"Black, Blue, White",106,No warranty,Yes,3.7
PRD-143,Orbit Bamboo Organizer,Home & Kitchen,Kitchenware,Cedar & Co.,"The Orbit Bamboo Organizer is designed for reliable everyday use, with practical materials and a thoughtful, durable finish.",104.69,,"Black, Blue, White",30,No warranty,Yes,4.1
PRD-144,Cedar Bamboo Organizer,Home & Kitchen,Kitchenware,Cedar & Co.,"The Cedar Bamboo Organizer is designed for reliable everyday use, with practical materials and a thoughtful, durable finish.",169.30,,"Black, Blue, White",115,No warranty,Yes,4.1
PRD-145,Solace Glass Storage Set,Home & Kitchen,Kitchenware,Cedar & Co.,"The Solace Glass Storage Set is designed for reliable everyday use, with practical materials and a thoughtful, durable finish.",48.18,,"Navy, Grey, Red",120,No warranty,Yes,3.6
PRD-146,Nova Cast Iron Pan,Home & Kitchen,Kitchenware,Cedar & Co.,"The Nova Cast Iron Pan is designed for reliable everyday use, with practical materials and a thoughtful, durable finish.",110.01,,"Black, Blue, White",50,No warranty,Yes,4.0
PRD-147,Pioneer Glass Storage Set,Home & Kitchen,Kitchenware,Cedar & Co.,"The Pioneer Glass Storage Set is designed for reliable everyday use, with practical materials and a thoughtful, durable finish.",162.06,,"Charcoal, Green, Sand",116,No warranty,Yes,4.3
PRD-148,Atlas Cast Iron Pan,Home & Kitchen,Kitchenware,Cedar & Co.,"The Atlas Cast Iron Pan is designed for reliable everyday use, with practical materials and a thoughtful, durable finish.",49.24,,"Black, Blue, White",50,No warranty,Yes,3.8
PRD-149,Willow Glass Storage Set,Home & Kitchen,Kitchenware,Cedar & Co.,"The Willow Glass Storage Set is designed for reliable everyday use, with practical materials and a thoughtful, durable finish.",123.02,,"Charcoal, Green, Sand",9,No warranty,Yes,4.6
PRD-150,Lumen Cast Iron Pan,Home & Kitchen,Kitchenware,Cedar & Co.,"The Lumen Cast Iron Pan is designed for reliable everyday use, with practical materials and a thoughtful, durable finish.",109.98,,"Charcoal, Green, Sand",30,No warranty,Yes,4.4
PRD-151,Summit Glass Storage Set,Home & Kitchen,Kitchenware,Cedar & Co.,"The Summit Glass Storage Set is designed for reliable everyday use, with practical materials and a thoughtful, durable finish.",151.97,,"Navy, Grey, Red",19,No warranty,Yes,4.1
PRD-152,Meadow Ceramic Mug Set,Home & Kitchen,Kitchenware,Cedar & Co.,"The Meadow Ceramic Mug Set is designed for reliable everyday use, with practical materials and a thoughtful, durable finish.",47.93,,"Charcoal, Green, Sand",69,No warranty,Yes,4.0
PRD-153,Ember Bamboo Organizer,Home & Kitchen,Kitchenware,Cedar & Co.,"The Ember Bamboo Organizer is designed for reliable everyday use, with practical materials and a thoughtful, durable finish.",19.11,,"White, Beige, Teal",38,No warranty,Yes,4.2
PRD-154,Coast Cast Iron Pan,Home & Kitchen,Kitchenware,Cedar & Co.,"The Coast Cast Iron Pan is designed for reliable everyday use, with practical materials and a thoughtful, durable finish.",172.55,,"Navy, Grey, Red",82,No warranty,Yes,4.5
PRD-155,Sage Ceramic Mug Set,Home & Kitchen,Kitchenware,Cedar & Co.,"The Sage Ceramic Mug Set is designed for reliable everyday use, with practical materials and a thoughtful, durable finish.",60.37,,"Navy, Grey, Red",96,No warranty,Yes,3.9
PRD-156,Drift Ceramic Mug Set,Home & Kitchen,Kitchenware,Cedar & Co.,"The Drift Ceramic Mug Set is designed for reliable everyday use, with practical materials and a thoughtful, durable finish.",93.39,,"Charcoal, Green, Sand",59,No warranty,Yes,4.5
PRD-157,Echo Cast Iron Pan,Home & Kitchen,Kitchenware,Cedar & Co.,"The Echo Cast Iron Pan is designed for reliable everyday use, with practical materials and a thoughtful, durable finish.",129.83,,"Navy, Grey, Red",55,No warranty,Yes,4.4
PRD-158,Terra Bamboo Organizer,Home & Kitchen,Kitchenware,Cedar & Co.,"The Terra Bamboo Organizer is designed for reliable everyday use, with practical materials and a thoughtful, durable finish.",173.09,,"White, Beige, Teal",27,No warranty,Yes,4.2
PRD-159,Aster Cast Iron Pan,Home & Kitchen,Kitchenware,Cedar & Co.,"The Aster Cast Iron Pan is designed for reliable everyday use, with practical materials and a thoughtful, durable finish.",85.37,,"White, Beige, Teal",104,No warranty,Yes,4.3
PRD-160,Brook Bamboo Organizer,Home & Kitchen,Kitchenware,Cedar & Co.,"The Brook Bamboo Organizer is designed for reliable everyday use, with practical materials and a thoughtful, durable finish.",141.42,,"Black, Blue, White",75,No warranty,Yes,4.2
